366.3	427.5825665153965	398.93
300.93	358.2667712168524	334.51545454545453
38.2	152.1642981843629	104.265
461.8	477.39716130794346	439.2938461538461
575.3	438.89264402542784	593.97
389.17	393.86412275391166	293.1477777777777
604.8	605.3765504615951	631.434193548387
503.0	463.87802826929527	439.2938461538461
604.17	524.7861562056412	587.1622222222221
201.7	258.06001294106187	136.53833333333333
659.67	657.5656563894818	676.0715789473685
325.9	410.6916204603126	293.1477777777777
241.57	302.8934112296824	206.90083333333328
87.47	195.12264710101027	149.68777777777777
247.83	323.4639945636407	244.68083333333337
442.07	477.46966514891886	439.2938461538461
266.2	240.18115021143598	136.53833333333333
422.0	405.5610504796452	417.5891999999999
327.0	406.1722548027963	351.5
432.5	450.87054831840425	417.5891999999999
583.5	519.7578225249881	631.434193548387
495.8	544.9753634592121	587.1622222222221
10.47	-60.6031679047681	28.6
479.93	537.5474423946291	587.1622222222221
326.43	278.1312128978536	334.51545454545453
526.97	438.17912676640816	547.7075
562.97	490.4928449564142	587.1622222222221
8.37	163.47058711452047	15.3
21.6	178.04986499104	25.67
40.3	195.11640634317297	25.67
295.57	333.458903041558	244.68083333333337
154.17	290.1771472370254	217.89
36.43	206.10362280106546	191.8
492.4	439.10773040150565	525.1128571428573
74.5	194.9781288984123	149.68777777777777
46.63	113.56343864004515	115.06428571428572
245.33	331.49444240642487	244.68083333333337
62.47	264.85741573796776	136.53833333333333
545.0	476.89207602806727	587.1622222222221
298.63	299.0125034060922	334.51545454545453
345.9	393.26101066844745	244.68083333333337
128.37	203.26849356179684	149.68777777777777
138.1	270.8189772066742	149.68777777777777
126.13	107.63903217516253	115.06428571428572
202.7	248.9009768734905	206.90083333333328
390.83	475.98655847920776	351.5
139.2	247.6903568385768	206.90083333333328
131.5	175.98002433683013	115.06428571428572
69.28	280.38042218192965	66.2
155.4	206.59538715386503	149.68777777777777
57.0	87.2740673433405	115.06428571428572
77.11	204.89091742441929	116.30000000000001
205.4	297.95521519438347	206.90083333333328
259.2	322.76816282993485	244.68083333333337
156.9	166.51600396940734	149.68777777777777
101.37	156.28439047319137	115.06428571428572
581.43	605.1049470520891	712.4899999999999
417.5	447.73425134604355	364.1
194.3	297.56861595677606	206.90083333333328
515.03	585.5946263575851	560.2500000000001
126.77	151.15458516857348	83.43
346.83	423.7138688240581	244.68083333333337
515.47	568.4775226595084	475.9037500000001
617.6	615.3947391087845	712.4899999999999
210.73	256.1984073445275	206.90083333333328
271.57	310.1568504235744	350.87
563.17	590.3479945291865	632.1
327.03	369.06070857686746	350.87
634.7	653.9674672061242	587.1622222222221
495.9	550.3422217027992	475.9037500000001
85.17	207.98253399957815	59.6
301.4	376.72414751022427	244.68083333333337
381.13	502.2130994870069	417.5891999999999
478.1	538.3441583993949	417.5891999999999
225.37	282.57116856400006	191.8
703.43	729.978890987845	774.9378571428572
196.03	234.91710816849155	206.90083333333328
401.63	501.7365740676533	475.9037500000001
466.4	580.4242980231543	560.2500000000001
358.87	429.8793975084851	244.68083333333337
484.6	576.4976999307139	475.9037500000001
108.23	114.42140379421801	201.87
174.1	212.51552441707793	206.90083333333328
709.5	690.4749092150821	739.3
594.03	594.2526254884344	587.1622222222221
699.3	745.6417431057412	774.9378571428572
75.17	130.57064657741603	115.06428571428572
244.93	257.4058526889663	206.90083333333328
249.6	318.4562670591367	350.87
229.33	277.32664391717566	206.90083333333328
102.87	173.55303824303473	149.68777777777777
210.43	267.19474140906965	206.90083333333328
210.13	344.4377100692305	94.6
221.0	258.83268225198066	149.68777777777777
137.97	204.488532269095	193.025
291.97	360.9554573118049	244.68083333333337
44.57	-25.73930020804511	57.73
227.0	270.988311962283	149.68777777777777
