14.93	5.00	95.59	
17.52	5.00	95.59	
21.62	4.31	95.62	
17.93	4.00	96.00	
13.31	4.00	95.76	
18.45	4.00	96.00	
4.79	5.93	89.79	
5.59	6.00	91.31	
4.97	6.00	97.93	
5.66	6.00	98.69	
4.86	6.00	97.69	
1.62	6.00	98.55	
1.48	6.00	98.90	
1.07	6.41	97.93	
3.38	7.00	96.59	
3.86	7.31	94.90	
2.13	8.00	93.60	
1.97	8.00	94.76	
2.62	8.41	95.55	
0.80	9.00	96.30	
0.79	9.00	98.66	
0.45	9.00	99.10	
0.33	9.00	100.00	
0.13	9.00	100.00	
0.00	9.07	100.00	
0.00	10.00	99.67	
0.00	10.00	98.28	
0.03	10.00	96.24	
0.00	10.93	93.31	
0.41	11.00	93.24	
0.79	11.00	90.55	
0.86	11.90	86.79	
0.97	13.38	77.62	
1.86	13.45	74.59	
1.83	12.69	77.03	
2.17	12.83	76.34	
1.97	12.17	77.31	
2.21	12.00	78.66	
2.24	11.17	81.90	
3.79	10.72	83.83	
5.34	10.00	86.17	
6.38	9.62	88.21	
8.86	7.45	93.10	
9.37	7.23	96.67	
6.50	8.57	93.60	
8.72	9.00	92.66	
8.90	9.00	92.83	
8.86	9.00	93.00	
8.00	8.14	94.24	
7.93	7.27	95.43	
9.21	6.79	95.59	
8.79	6.00	97.38	
6.93	6.59	98.07	
5.14	7.41	95.76	
7.83	8.21	92.31	
9.52	9.41	87.00	
7.90	10.86	80.00	
6.34	12.00	72.66	
6.87	11.23	74.30	
5.03	9.03	69.62	
4.62	11.00	70.48	
4.59	10.24	73.83	
4.24	9.00	76.59	
8.07	6.34	86.48	
17.90	4.60	92.47	
34.90	4.66	94.93	
23.62	6.00	92.07	
6.59	7.00	87.10	
6.77	6.50	87.27	
11.40	4.33	92.13	
9.21	4.00	95.34	
8.83	3.24	95.17	
10.62	3.00	96.24	
13.66	3.07	97.31	
12.07	4.00	96.24	
10.66	3.48	96.31	
9.21	4.34	95.24	
10.52	5.00	92.93	
11.34	6.14	90.28	
9.62	7.45	84.45	
9.00	8.62	78.03	
10.52	9.38	74.14	
10.28	9.83	71.28	
10.52	9.83	72.34	
11.48	9.00	74.03	
13.76	8.66	75.45	
13.97	6.90	82.38	
24.28	4.76	89.97	
29.45	3.62	93.17	
30.93	2.97	94.69	
53.33	2.00	95.20	
61.59	1.48	95.62	
62.31	1.00	96.00	
60.60	0.50	96.50	
57.00	0.00	97.00	
53.72	0.00	97.00	
56.03	0.00	97.77	
42.45	0.55	99.76	
32.76	1.72	98.83	
22.34	2.66	97.62	
16.76	3.17	97.21	
15.10	4.00	97.00	
16.10	4.00	96.55	
14.25	4.04	95.29	
5.14	6.93	58.07	
4.62	9.00	52.00	
4.21	10.34	48.72	
3.34	11.55	46.66	
3.55	12.00	45.10	
3.28	11.31	46.21	
3.38	10.00	48.76	
4.34	8.21	52.83	
5.10	6.55	57.21	
5.48	5.66	60.90	
5.43	5.00	62.87	
5.34	5.00	64.48	
6.14	4.00	65.34	
6.87	4.00	66.60	
7.59	2.28	65.34	
8.10	4.00	68.00	
8.30	3.97	68.13	
8.45	3.00	66.45	
8.38	3.00	69.28	
8.83	3.00	69.03	
9.00	3.00	69.38	
9.83	3.00	70.69	
9.90	3.00	71.38	
9.97	3.21	71.34	
9.48	5.07	66.00	
7.83	7.93	57.24	
6.79	9.69	52.97	
5.80	11.40	49.57	
5.10	13.50	45.57	
5.00	12.69	45.79	
4.90	11.13	48.07	
4.86	9.31	51.69	
5.97	7.48	55.69	
6.31	6.21	59.31	
7.03	5.63	62.93	
7.40	5.00	64.63	
7.48	5.00	66.10	
7.40	4.37	68.70	
12.17	3.76	71.10	
8.67	2.90	75.50	
8.86	4.00	73.14	
9.38	3.62	71.45	
9.45	3.00	75.45	
10.93	1.79	79.66	
16.72	0.21	84.59	
13.10	0.00	87.50	
15.03	0.00	90.31	
19.86	0.24	88.59	
14.93	4.38	75.86	
8.97	9.66	55.83	
6.66	11.38	50.52	
7.73	13.97	46.40	
9.86	16.03	43.76	
8.62	15.34	46.45	
5.52	13.90	46.90	
6.21	11.59	51.59	
7.38	8.97	57.93	
10.83	7.24	63.66	
10.73	6.07	66.67	
11.52	5.14	70.79	
12.07	4.00	74.24	
9.41	3.21	69.59	
9.13	5.17	71.77	
9.24	6.00	69.28	
10.52	6.00	70.66	
17.80	5.70	75.40	
12.83	5.00	84.34	
11.37	5.17	86.07	
12.00	5.86	85.31	
11.07	5.97	86.59	
10.83	6.00	85.10	
11.38	6.34	86.10	
11.69	7.00	88.48	
12.28	7.52	87.79	
25.43	7.97	89.37	
22.69	8.34	89.41	
16.38	9.00	88.31	
17.23	10.00	89.97	
15.72	9.48	89.90	
20.66	9.00	93.72	
17.87	8.20	94.63	
19.97	8.17	96.72	
17.41	9.48	99.28	
12.48	9.86	96.45	
18.10	9.00	95.80	
20.03	8.24	94.52	
24.24	8.00	95.86	
22.33	8.00	96.37	
17.86	8.00	96.00	
18.28	7.07	94.83	
17.87	6.00	96.30	
14.90	6.73	96.53	
15.24	7.00	95.59	
13.59	7.00	94.00	
15.87	6.93	95.70	
21.31	6.41	96.83	
22.72	7.59	96.97	
22.59	8.00	96.03	
19.07	8.43	95.07	
12.80	9.00	94.17	
11.00	9.00	91.41	
7.72	9.00	89.17	
3.72	9.00	86.21	
2.21	8.69	84.62	
2.07	8.00	84.14	
3.97	8.00	83.87	
5.70	8.00	82.60	
4.80	8.00	81.27	
3.97	8.00	79.62	
7.40	8.00	78.73	
6.17	8.00	78.73	
6.69	7.90	78.97	
12.07	7.00	79.40	
4.14	6.97	87.55	
2.52	6.00	89.52	
2.90	6.00	86.38	
2.21	5.83	87.21	
3.00	5.38	86.76	
3.62	5.00	90.14	
3.38	5.00	93.00	
3.45	5.52	90.86	
1.93	6.03	84.24	
1.28	6.76	82.90	
1.79	7.14	77.93	
1.93	6.90	79.79	
1.97	7.93	69.97	
1.66	8.41	65.03	
2.03	7.00	73.83	
2.93	5.34	85.72	
4.03	5.00	88.34	
2.79	4.34	91.41	
3.24	4.00	94.14	
2.24	3.41	94.76	
2.07	3.00	95.34	
2.27	3.00	95.60	
1.69	2.48	94.45	
1.45	2.00	94.17	
3.69	2.00	93.79	
1.97	2.00	93.67	
1.33	2.00	93.73	
1.69	2.00	93.00	
1.10	2.00	93.00	
1.86	2.00	94.83	
3.21	2.00	94.72	
3.03	2.83	92.17	
3.17	3.62	88.34	
4.07	3.00	90.62	
2.87	3.00	91.57	
4.72	2.62	91.55	
3.31	1.21	92.55	
3.52	1.00	91.48	
3.28	0.90	87.28	
3.76	0.00	84.76	
4.66	0.00	83.83	
5.45	0.00	83.69	
5.34	0.00	85.59	
6.97	0.00	90.41	
6.34	0.00	91.45	
5.69	-0.79	91.76	
5.17	-1.00	91.07	
5.31	-0.41	91.17	
5.66	0.00	92.03	
5.52	-0.45	92.55	
5.90	-1.00	92.10	
5.97	-0.86	91.41	
4.57	-0.20	87.67	
3.69	-1.00	87.69	
6.45	-1.00	88.97	
8.24	0.55	82.76	
6.97	3.48	70.97	
7.48	2.83	73.76	
7.73	2.27	75.23	
6.40	2.87	73.90	
6.93	3.80	70.93	
7.28	3.28	70.72	
9.03	2.55	74.97	
14.83	1.83	78.76	
16.45	0.24	85.59	
22.72	0.00	91.59	
24.21	0.00	93.14	
31.17	0.00	91.07	
41.00	0.00	91.28	
22.93	0.13	88.23	
23.24	0.00	89.62	
19.00	0.00	90.86	
19.24	-0.28	89.28	
17.86	-1.66	91.72	
20.57	-2.43	93.43	
19.21	-3.00	93.17	
15.21	-3.90	93.17	
14.41	-4.00	92.14	
26.07	-3.34	93.10	
14.79	-0.72	88.69	
13.03	1.72	74.69	
15.41	3.86	69.24	
15.10	4.41	64.45	
8.14	4.55	61.00	
8.93	4.48	60.38	
9.17	4.10	61.48	
11.62	2.66	66.55	
17.76	1.14	73.41	
13.40	0.00	82.20	
22.34	-0.90	87.07	
22.62	-1.00	89.17	
19.28	-1.00	90.34	
17.93	-1.00	89.83	
13.00	-1.86	87.66	
12.14	-2.00	85.28	
9.93	-3.07	80.21	
8.90	-2.00	83.38	
7.47	-1.53	79.70	
5.83	-1.00	76.55	
6.00	-1.10	75.93	
5.41	-1.03	75.07	
5.72	-1.34	75.00	
5.90	-0.86	72.86	
5.31	0.21	67.38	
4.55	1.55	61.31	
4.07	3.31	56.00	
4.00	4.03	53.03	
3.86	4.93	51.76	
3.86	4.03	51.97	
3.48	2.41	54.79	
3.62	1.59	57.03	
3.77	0.50	59.20	
6.45	0.00	61.21	
7.62	0.00	61.21	
7.17	0.00	61.66	
9.57	0.00	63.60	
8.62	0.00	63.38	
7.21	-0.83	64.38	
5.72	0.00	63.86	
6.17	-0.34	63.90	
6.53	-1.00	66.00	
6.31	-1.00	67.10	
6.76	-1.00	69.07	
7.28	-1.00	71.10	
7.48	-1.00	71.97	
8.07	-0.52	72.17	
9.10	0.00	71.66	
10.76	0.00	69.48	
14.03	0.69	68.79	
14.69	1.97	68.45	
12.55	3.38	64.17	
13.76	4.55	62.41	
14.07	4.93	66.45	
16.38	4.00	72.76	
16.14	4.00	78.17	
18.31	4.00	82.07	
20.97	3.20	91.63	
7.43	3.00	94.97	
8.10	2.69	95.03	
19.55	1.38	95.93	
7.38	2.00	97.72	
3.47	2.00	97.00	
3.00	2.00	97.52	
2.14	2.86	98.55	
1.07	1.77	96.93	
14.17	0.28	95.83	
17.53	-0.23	94.67	
16.69	-1.21	94.59	
13.76	-2.00	94.14	
11.90	-1.45	93.34	
10.72	-1.00	90.90	
10.14	-0.24	86.31	
5.48	0.00	81.45	
4.30	0.60	76.70	
3.00	1.00	65.00	
3.97	0.45	63.90	
4.62	0.00	67.34	
4.14	2.00	67.90	
3.97	2.00	71.79	
3.33	2.00	73.63	
2.59	2.00	77.76	
