"   ","STATIONCODE","CO","NO2","SO2","O3","PM25","PM10","RECEIVETIME"
"1","XHPRO1582A","1.052","41","13","85","45","77","2017/8/3 23:00:00"
"2","XHPRO1582A","1.188","45","12","91","40","61","2017/8/3 22:00:00"
"3","XHPRO1582A","0.813","29","10","24","49","92","2017/8/2 10:00:00"
"4","XHPRO1582A","0.638","11","10","40","37","43","2017/8/2 11:00:00"
"5","XHPRO1582A","0.642","7","10","49","20","48","2017/8/2 13:00:00"
"6","XHPRO1582A","0.728","16","11","96","15","16","2017/8/3 1:00:00"
"7","XHPRO1582A","0.721","37","11","54","14","8","2017/8/3 2:00:00"
"8","XHPRO1582A","0.702","10","11","38","7","8","2017/8/3 3:00:00"
"9","XHPRO1582A","0.626","7","10","46","25","45","2017/8/2 12:00:00"
"10","XHPRO1582A","1.144","20","10","19","53","102","2017/8/2 9:00:00"
"11","XHPRO1582A","0.706","10","11","50","3","5","2017/8/3 4:00:00"
"12","XHPRO1582A","1.673","21","14","68","5","18","2017/8/3 9:00:00"
"13","XHPRO1582A","1.202","13","11","60","2","6","2017/8/3 5:00:00"
"14","XHPRO1582A","1.497","27","13","50","12","5","2017/8/3 7:00:00"
"15","XHPRO1582A","1.163","22","13","57","11","9","2017/8/3 8:00:00"
"16","XHPRO1582A","1.368","18","15","83","15","19","2017/8/3 10:00:00"
"17","XHPRO1582A","1.17","22","11","51","13","6","2017/8/3 6:00:00"
"18","XHPRO1582A","1.426","18","16","93","16","21","2017/8/3 11:00:00"
"19","XHPRO1582A","0.852","9","12","116","16","18","2017/8/3 14:00:00"
"20","XHPRO1582A","0.856","10","12","128","17","13","2017/8/3 15:00:00"
"21","XHPRO1582A","1.192","13","15","99","16","15","2017/8/3 12:00:00"
"22","XHPRO1582A","0.861","10","12","137","22","22","2017/8/3 16:00:00"
"23","XHPRO1582A","1.028","16","12","136","21","32","2017/8/3 17:00:00"
"24","XHPRO1582A","2.203","21","12","152","13","42","2017/8/3 18:00:00"
"25","XHPRO1582A","1.118","39","11","116","42","69","2017/8/3 21:00:00"
"26","XHPRO1582A","1.356","35","12","145","26","50","2017/8/3 19:00:00"
"27","XHPRO1582A","0.87","10","13","107","12","20","2017/8/3 13:00:00"
"28","XHPRO1582A","1.168","50","11","114","33","80","2017/8/3 20:00:00"
"29","XHPRO1582A","2.342","36","11","7","78","114","2017/8/2 8:00:00"
"30","XHPRO1582A","0.668","7","10","50","18","41","2017/8/2 14:00:00"
"31","XHPRO1582A","1.284","34","10","48","31","68","2017/8/2 20:00:00"
"32","XHPRO1582A","3.475","59","11","5","45","134","2017/8/2 22:00:00"
"33","XHPRO1582A","1.262","29","10","36","36","103","2017/8/2 19:00:00"
"34","XHPRO1582A","0.714","12","10","44","23","41","2017/8/2 17:00:00"
"35","XHPRO1582A","0.695","8","10","47","13","42","2017/8/2 15:00:00"
"36","XHPRO1582A","1.283","33","10","40","34","70","2017/8/2 21:00:00"
"37","XHPRO1582A","0.821","18","12","46","17","27","2017/8/3"
"38","XHPRO1582A","1.256","25","11","19","34","51","2017/8/2 23:00:00"
"39","XHPRO1582A","0.729","15","10","43","24","47","2017/8/2 18:00:00"
"40","XHPRO1582A","0.699","11","10","43","9","45","2017/8/2 16:00:00"
"41","XHPRO1582A","0.744","27","9","13","28","37","2017/8/2 2:00:00"
"42","XHPRO1582A","1.092","17","15","167","44","89","2017/7/29 15:00:00"
"43","XHPRO1582A","2.6","60","22","68","34","81","2017/7/30"
"44","XHPRO1582A","1.202","15","17","190","21","56","2017/7/30 13:00:00"
"45","XHPRO1582A","2.38","66","21","11","59","123","2017/8/1 4:00:00"
"46","XHPRO1582A","0.769","9","10","77","45","63","2017/8/1 13:00:00"
"47","XHPRO1582A","1.712","45","10","5","21","75","2017/8/2"
"48","XHPRO1582A","1.954","41","10","5","39","56","2017/8/2 5:00:00"
"49","XHPRO1582A","1.744","24","15","159","57","123","2017/7/29 13:00:00"
"50","XHPRO1582A","1.81","53","15","77","33","61","2017/7/29 22:00:00"
"51","XHPRO1582A","2.286","97","22","50","85","156","2017/7/31"
"52","XHPRO1582A","4.489","61","95","149","136","189","2017/7/31 11:00:00"
"53","XHPRO1582A","1.43","79","21","7","58","116","2017/8/1 2:00:00"
"54","XHPRO1582A","5.13","70","20","5","59","114","2017/8/1 6:00:00"
"55","XHPRO1582A","0.862","16","16","154","25","58","2017/7/30 11:00:00"
"56","XHPRO1582A","2.292","56","36","93","75","135","2017/7/31 9:00:00"
"57","XHPRO1582A","1.097","64","15","18","51","96","2017/8/1"
"58","XHPRO1582A","0.72","39","12","25","20","43","2017/8/1 20:00:00"
"59","XHPRO1582A","1.174","41","13","10","13","49","2017/8/1 22:00:00"
"60","XHPRO1582A","0.972","32","10","11","42","87","2017/8/2 6:00:00"
"61","XHPRO1582A","1.101","30","14","116","38","63","2017/7/29 20:00:00"
"62","XHPRO1582A","1.233","74","20","18","41","92","2017/7/30 5:00:00"
"63","XHPRO1582A","2.039","59","17","106","72","139","2017/7/30 22:00:00"
"64","XHPRO1582A","1.769","110","29","13","107","206","2017/7/31 7:00:00"
"65","XHPRO1582A","1.013","36","19","97","33","71","2017/7/30 9:00:00"
"66","XHPRO1582A","1.321","106","22","85","55","119","2017/7/30 20:00:00"
"67","XHPRO1582A","0.93","85","32","24","46","73","2017/7/31 22:00:00"
"68","XHPRO1582A","0.942","25","12","54","34","51","2017/8/1 18:00:00"
"69","XHPRO1582A","0.886","20","14","152","23","62","2017/7/29 18:00:00"
"70","XHPRO1582A","1.229","58","21","48","47","79","2017/7/30 3:00:00"
"71","XHPRO1582A","1.162","53","17","38","38","80","2017/7/30 7:00:00"
"72","XHPRO1582A","2.055","118","30","10","121","317","2017/7/31 5:00:00"
"73","XHPRO1582A","1.432","18","19","182","65","92","2017/7/31 16:00:00"
"74","XHPRO1582A","0.854","57","12","52","40","113","2017/7/31 20:00:00"
"75","XHPRO1582A","1.66","18","21","255","43","84","2017/7/30 16:00:00"
"76","XHPRO1582A","1.707","23","24","193","45","81","2017/7/30 18:00:00"
"77","XHPRO1582A","3.925","42","53","258","89","140","2017/7/31 14:00:00"
"78","XHPRO1582A","1.964","39","14","25","56","122","2017/8/1 8:00:00"
"79","XHPRO1582A","2.391","36","21","34","73","116","2017/8/1 10:00:00"
"80","XHPRO1582A","0.838","12","11","78","42","47","2017/8/1 16:00:00"
"81","XHPRO1582A","0.848","27","10","15","30","43","2017/8/2 3:00:00"
"82","XHPRO1582A","2.261","39","11","7","75","123","2017/8/2 7:00:00"
"83","XHPRO1582A","0.893","17","13","157","38","70","2017/7/29 16:00:00"
"84","XHPRO1582A","1.108","43","20","90","32","51","2017/7/30 1:00:00"
"85","XHPRO1582A","1.874","127","25","11","96","177","2017/7/31 3:00:00"
"86","XHPRO1582A","1.047","21","15","129","47","74","2017/7/31 18:00:00"
"87","XHPRO1582A","0.739","11","10","80","42","45","2017/8/1 14:00:00"
"88","XHPRO1582A","1.695","53","16","70","33","60","2017/7/29 23:00:00"
"89","XHPRO1582A","1.353","18","18","224","27","58","2017/7/30 14:00:00"
"90","XHPRO1582A","1.648","97","19","28","97","164","2017/7/31 1:00:00"
"91","XHPRO1582A","4.671","50","97","204","129","189","2017/7/31 12:00:00"
"92","XHPRO1582A","1.609","66","23","13","61","142","2017/8/1 3:00:00"
"93","XHPRO1582A","2.378","62","16","12","56","103","2017/8/1 7:00:00"
"94","XHPRO1582A","0.831","11","10","64","63","62","2017/8/1 12:00:00"
"95","XHPRO1582A","0.852","31","10","13","25","30","2017/8/2 1:00:00"
"96","XHPRO1582A","0.862","13","15","172","23","49","2017/7/30 12:00:00"
"97","XHPRO1582A","2.188","48","39","131","62","98","2017/7/31 10:00:00"
"98","XHPRO1582A","1.097","42","12","13","14","50","2017/8/1 21:00:00"
"99","XHPRO1582A","1.278","39","10","9","17","60","2017/8/1 23:00:00"
"100","XHPRO1582A","1.429","72","22","16","46","116","2017/7/30 6:00:00"
"101","XHPRO1582A","3.254","120","19","37","76","134","2017/7/30 23:00:00"
"102","XHPRO1582A","2.773","86","41","37","128","210","2017/7/31 8:00:00"
"103","XHPRO1582A","1.374","80","16","5","54","121","2017/8/1 1:00:00"
"104","XHPRO1582A","4.378","76","22","5","64","116","2017/8/1 5:00:00"
"105","XHPRO1582A","1.197","39","16","94","34","65","2017/7/29 21:00:00"
"106","XHPRO1582A","1.301","57","20","43","41","84","2017/7/30 4:00:00"
"107","XHPRO1582A","0.862","22","16","131","27","60","2017/7/30 10:00:00"
"108","XHPRO1582A","1.05","62","16","33","54","116","2017/7/31 23:00:00"
"109","XHPRO1582A","0.809","29","13","42","23","41","2017/8/1 19:00:00"
"110","XHPRO1582A","0.948","24","14","144","29","63","2017/7/29 19:00:00"
"111","XHPRO1582A","1.119","46","19","66","36","72","2017/7/30 8:00:00"
"112","XHPRO1582A","1.752","97","20","92","75","123","2017/7/30 21:00:00"
"113","XHPRO1582A","2.248","120","37","12","113","379","2017/7/31 6:00:00"
"114","XHPRO1582A","1.344","19","16","180","54","90","2017/7/31 17:00:00"
"115","XHPRO1582A","0.864","59","26","45","46","80","2017/7/31 21:00:00"
"116","XHPRO1582A","1.329","19","15","180","59","100","2017/7/29 14:00:00"
"117","XHPRO1582A","1.056","36","17","83","37","62","2017/7/30 2:00:00"
"118","XHPRO1582A","1.738","16","21","199","35","55","2017/7/30 17:00:00"
"119","XHPRO1582A","1.67","60","29","146","49","77","2017/7/30 19:00:00"
"120","XHPRO1582A","1.473","16","14","53","69","73","2017/8/1 11:00:00"
"121","XHPRO1582A","0.794","15","11","69","35","48","2017/8/1 17:00:00"
"122","XHPRO1582A","0.785","25","10","14","28","44","2017/8/2 4:00:00"
"123","XHPRO1582A","0.766","18","12","149","26","62","2017/7/29 17:00:00"
"124","XHPRO1582A","1.662","118","22","9","98","181","2017/7/31 4:00:00"
"125","XHPRO1582A","3.325","32","43","235","83","146","2017/7/31 15:00:00"
"126","XHPRO1582A","0.945","29","14","88","46","81","2017/7/31 19:00:00"
"127","XHPRO1582A","3.38","39","18","26","100","155","2017/8/1 9:00:00"
"128","XHPRO1582A","0.998","15","10","81","47","82","2017/8/1 15:00:00"
"129","XHPRO1582A","1.418","16","18","254","28","58","2017/7/30 15:00:00"
"130","XHPRO1582A","2.208","134","21","10","79","186","2017/7/31 2:00:00"
"131","XHPRO1582A","3.928","38","63","228","87","160","2017/7/31 13:00:00"
"132","XHPRO1582A","0.793","21","16","150","50","59","2016/7/17 19:00:00"
"133","XHPRO1582A","2.067","28","25","227","87","134","2016/7/17 13:00:00"
"134","XHPRO1582A","1.332","18","13","184","68","83","2016/7/17 16:00:00"
"135","XHPRO1582A","0.834","47","15","117","45","79","2016/7/17 20:00:00"
"136","XHPRO1582A","1.825","28","21","236","95","116","2016/7/17 14:00:00"
"137","XHPRO1582A","1.024","14","20","181","53","58","2016/7/17 18:00:00"
"138","XHPRO1582A","0.722","78","11","59","36","76","2016/7/17 21:00:00"
"139","XHPRO1582A","1.952","31","14","212","70","109","2016/7/17 15:00:00"
"140","XHPRO1582A","0.654","101","9","27","36","78","2016/7/17 22:00:00"
"141","XHPRO1582A","1.373","13","15","192","60","96","2016/7/17 17:00:00"
"142","XHPRO1582A","1.087","110","12","16","38","76","2016/7/17 23:00:00"
"143","XHPRO1582A","1.495","39","17","90","47","77","2016/7/18 9:00:00"
"144","XHPRO1582A","0.794","112","13","8","34","82","2016/7/18 1:00:00"
"145","XHPRO1582A","0.824","83","10","9","45","116","2016/7/18 6:00:00"
"146","XHPRO1582A","0.726","14","11","184","39","58","2016/7/18 14:00:00"
"147","XHPRO1582A","5.909","54","115","106","59","112","2016/7/18 10:00:00"
"148","XHPRO1582A","0.754","107","12","8","37","76","2016/7/18 2:00:00"
"149","XHPRO1582A","1.085","67","11","35","56","89","2016/7/18 8:00:00"
"150","XHPRO1582A","1.136","18","11","183","35","83","2016/7/18 15:00:00"
"151","XHPRO1582A","3.031","62","101","125","89","125","2016/7/18 11:00:00"
"152","XHPRO1582A","0.918","108","12","8","43","134","2016/7/18 3:00:00"
"153","XHPRO1582A","0.86","13","12","167","35","38","2016/7/18 16:00:00"
"154","XHPRO1582A","0.869","22","39","159","48","65","2016/7/18 12:00:00"
"155","XHPRO1582A","0.884","95","11","8","30","129","2016/7/18 4:00:00"
"156","XHPRO1582A","1.186","85","12","14","56","115","2016/7/18 7:00:00"
"157","XHPRO1582A","0.476","14","10","125","26","37","2016/7/18 17:00:00"
"158","XHPRO1582A","0.943","112","11","9","33","95","2016/7/18"
"159","XHPRO1582A","0.558","13","15","177","40","62","2016/7/18 13:00:00"
"160","XHPRO1582A","0.48","18","9","122","31","101","2016/7/18 18:00:00"
"161","XHPRO1582A","1.127","83","9","8","33","73","2016/7/18 5:00:00"
"162","XHPRO1582A","2.269","60","23","65","70","112","2016/7/15 14:00:00"
"163","XHPRO1582A","1.766","33","35","162","37","76","2016/7/16 13:00:00"
"164","XHPRO1582A","0.973","35","7","69","32","40","2016/7/16 23:00:00"
"165","XHPRO1582A","0.98","65","7","26","38","60","2016/7/17 2:00:00"
"166","XHPRO1582A","0.857","57","22","87","33","56","2016/7/15 19:00:00"
"167","XHPRO1582A","1.183","22","25","135","37","62","2016/7/16 16:00:00"
"168","XHPRO1582A","1.227","74","11","17","47","107","2016/7/17 8:00:00"
"169","XHPRO1582A","1.198","68","16","34","43","103","2016/7/16 3:00:00"
"170","XHPRO1582A","1.679","54","44","77","40","72","2016/7/16 9:00:00"
"171","XHPRO1582A","0.816","28","13","115","35","51","2016/7/16 19:00:00"
"172","XHPRO1582A","0.944","31","12","64","37","64","2016/7/15 2:00:00"
"173","XHPRO1582A","2.109","60","9","27","113","134","2016/7/15 7:00:00"
"174","XHPRO1582A","2.238","63","10","32","83","130","2016/7/15 10:00:00"
"175","XHPRO1582A","1.67","71","17","55","87","100","2016/7/15 15:00:00"
"176","XHPRO1582A","1.852","30","37","163","43","101","2016/7/16 14:00:00"
"177","XHPRO1582A","0.919","57","8","31","42","63","2016/7/17 3:00:00"
"178","XHPRO1582A","1.83","57","16","70","44","92","2016/7/17 9:00:00"
"179","XHPRO1582A","1.238","82","16","14","54","149","2016/7/16 4:00:00"
"180","XHPRO1582A","1.489","42","35","103","33","65","2016/7/16 10:00:00"
"181","XHPRO1582A","0.591","36","9","98","30","77","2016/7/16 20:00:00"
"182","XHPRO1582A","1","56","11","25","42","84","2016/7/17 4:00:00"
"183","XHPRO1582A","1.004","23","10","93","55","69","2016/7/15 3:00:00"
"184","XHPRO1582A","3.062","74","13","34","97","161","2016/7/15 11:00:00"
"185","XHPRO1582A","1.992","53","9","36","115","124","2016/7/15 8:00:00"
"186","XHPRO1582A","1.153","54","16","82","47","71","2016/7/15 16:00:00"
"187","XHPRO1582A","1.888","33","43","139","39","105","2016/7/16 15:00:00"
"188","XHPRO1582A","2.032","38","26","144","54","117","2016/7/17 10:00:00"
"189","XHPRO1582A","1.674","109","19","13","37","93","2016/7/16"
"190","XHPRO1582A","1.096","69","14","21","58","152","2016/7/16 5:00:00"
"191","XHPRO1582A","0.99","24","8","89","61","79","2016/7/15 4:00:00"
"192","XHPRO1582A","3.2","73","14","39","94","149","2016/7/15 12:00:00"
"193","XHPRO1582A","1.764","41","38","120","28","75","2016/7/16 11:00:00"
"194","XHPRO1582A","0.613","57","8","62","30","37","2016/7/16 21:00:00"
"195","XHPRO1582A","0.897","45","8","56","35","55","2016/7/17"
"196","XHPRO1582A","1.644","86","14","8","49","98","2016/7/17 6:00:00"
"197","XHPRO1582A","1.991","56","9","31","92","111","2016/7/15 9:00:00"
"198","XHPRO1582A","1.319","75","49","77","39","77","2016/7/15 17:00:00"
"199","XHPRO1582A","0.848","81","16","36","42","101","2016/7/16 1:00:00"
"200","XHPRO1582A","1.245","20","19","137","38","82","2016/7/16 17:00:00"
"201","XHPRO1582A","2.101","36","27","179","79","137","2016/7/17 11:00:00"
"202","XHPRO1582A","1.122","69","12","20","64","140","2016/7/16 6:00:00"
"203","XHPRO1582A","1.639","33","34","146","33","54","2016/7/16 12:00:00"
"204","XHPRO1582A","0.661","57","8","51","30","33","2016/7/16 22:00:00"
"205","XHPRO1582A","0.916","38","7","56","37","57","2016/7/17 1:00:00"
"206","XHPRO1582A","1.315","34","8","60","64","115","2016/7/15 5:00:00"
"207","XHPRO1582A","3.009","66","16","50","90","133","2016/7/15 13:00:00"
"208","XHPRO1582A","1.374","83","12","9","43","131","2016/7/17 7:00:00"
"209","XHPRO1582A","1.401","88","39","65","38","89","2016/7/15 18:00:00"
"210","XHPRO1582A","1.42","88","23","32","37","100","2016/7/15 23:00:00"
"211","XHPRO1582A","0.82","55","12","50","38","76","2016/7/16 2:00:00"
"212","XHPRO1582A","1.045","21","15","128","40","59","2016/7/16 18:00:00"
"213","XHPRO1582A","2.088","29","26","207","99","118","2016/7/17 12:00:00"
"214","XHPRO1582A","1.174","54","12","34","77","123","2016/7/16 7:00:00"
"215","XHPRO1582A","2.535","76","33","33","47","138","2016/7/16 8:00:00"
"216","XHPRO1582A","2.268","151","37","46","197","318","2017/9/29 21:00:00"
"217","XHPRO1582A","1.529","44","8","39","99","117","2016/7/15 6:00:00"
"218","XHPRO1582A","0.647","23","9","113","33","70","2016/7/18 19:00:00"
"219","XHPRO1582A","2.115","45","7","52","151","187","2016/7/19 1:00:00"
"220","XHPRO1582A","1.101","24","6","101","149","192","2016/7/18 22:00:00"
"221","XHPRO1582A","0.777","28","8","97","92","143","2016/7/18 20:00:00"
"222","XHPRO1582A","1.576","29","6","79","138","189","2016/7/19"
"223","XHPRO1582A","1.17","32","6","84","144","193","2016/7/18 23:00:00"
"224","XHPRO1582A","2.097","43","7","55","114","159","2016/7/19 2:00:00"
"225","XHPRO1582A","2.21","39","7","62","128","132","2016/7/19 3:00:00"
"226","XHPRO1582A","0.982","34","7","88","97","160","2016/7/18 21:00:00"
"227","XHPRO1582A","0.983","19","20","168","52","93","2016/7/2 11:00:00"
"228","XHPRO1582A","1.43","80","9","12","92","155","2016/7/2 4:00:00"
"229","XHPRO1582A","1.141","85","8","17","83","157","2016/7/2 2:00:00"
"230","XHPRO1582A","1.561","31","24","130","53","113","2016/7/2 10:00:00"
"231","XHPRO1582A","0.514","71","7","40","32","106","2016/7/1 22:00:00"
"232","XHPRO1582A","1.354","57","13","57","70","139","2016/7/2 8:00:00"
"233","XHPRO1582A","0.63","66","7","38","44","119","2016/7/1 23:00:00"
"234","XHPRO1582A","1.366","89","10","7","84","160","2016/7/2 5:00:00"
"235","XHPRO1582A","0.937","13","15","190","77","101","2016/7/2 12:00:00"
"236","XHPRO1582A","0.856","70","8","33","52","104","2016/7/2"
"237","XHPRO1582A","1.423","98","13","10","101","213","2016/7/2 7:00:00"
"238","XHPRO1582A","1.948","33","25","108","85","114","2016/7/2 9:00:00"
"239","XHPRO1582A","1.586","81","8","13","75","185","2016/7/2 3:00:00"
"240","XHPRO1582A","1.374","97","15","8","108","195","2016/7/2 6:00:00"
"241","XHPRO1582A","1.292","92","9","13","60","136","2016/7/2 1:00:00"
"242","XHPRO1582A","2.681","87","7","36","216","319","2016/6/30 10:00:00"
"243","XHPRO1582A","3.501","61","9","69","191","249","2016/6/30 13:00:00"
"244","XHPRO1582A","3.118","100","7","20","241","415","2016/6/30 8:00:00"
"245","XHPRO1582A","2.122","33","9","130","110","202","2016/6/30 17:00:00"
"246","XHPRO1582A","1.924","62","12","106","154","219","2016/6/30 19:00:00"
"247","XHPRO1582A","4.14","36","8","191","275","319","2016/6/30 15:00:00"
"248","XHPRO1582A","0.994","57","11","91","113","155","2016/6/30 21:00:00"
"249","XHPRO1582A","0.703","52","10","104","81","127","2016/6/30 22:00:00"
"250","XHPRO1582A","1.874","63","7","45","197","317","2016/6/30 4:00:00"
"251","XHPRO1582A","2.962","98","7","25","193","322","2016/6/30 9:00:00"
"252","XHPRO1582A","0.847","89","9","49","107","142","2016/6/30 23:00:00"
"253","XHPRO1582A","2.244","110","10","7","193","342","2016/6/30 5:00:00"
"254","XHPRO1582A","1.436","40","13","136","135","168","2016/6/30 18:00:00"
"255","XHPRO1582A","3.355","75","8","46","216","374","2016/6/30 11:00:00"
"256","XHPRO1582A","3.385","38","9","143","198","261","2016/6/30 14:00:00"
"257","XHPRO1582A","0.897","45","13","109","122","176","2016/6/30 20:00:00"
"258","XHPRO1582A","2.07","109","9","8","218","462","2016/6/30 6:00:00"
"259","XHPRO1582A","1.099","93","8","35","119","171","2016/7/1"
"260","XHPRO1582A","4.354","68","8","66","135","192","2016/6/30 12:00:00"
"261","XHPRO1582A","3.677","27","8","171","168","292","2016/6/30 16:00:00"
"262","XHPRO1582A","2.449","103","9","8","259","530","2016/6/30 7:00:00"
"263","XHPRO1582A","1.071","91","8","38","111","158","2016/7/1 1:00:00"
"264","XHPRO1582A","3.263","30","31","151","102","144","2016/7/1 11:00:00"
"265","XHPRO1582A","0.431","41","9","100","31","55","2016/7/1 19:00:00"
"266","XHPRO1582A","1.717","21","26","173","42","98","2016/7/1 14:00:00"
"267","XHPRO1582A","1.97","25","25","141","39","89","2016/7/1 12:00:00"
"268","XHPRO1582A","0.44","18","11","139","30","49","2016/7/1 17:00:00"
"269","XHPRO1582A","1.032","70","8","57","121","145","2016/7/1 2:00:00"
"270","XHPRO1582A","0.403","54","9","80","23","46","2016/7/1 20:00:00"
"271","XHPRO1582A","9.339","78","20","49","232","321","2016/7/1 8:00:00"
"272","XHPRO1582A","0.646","18","20","156","42","50","2016/7/1 15:00:00"
"273","XHPRO1582A","2.447","65","10","55","129","212","2016/7/1 3:00:00"
"274","XHPRO1582A","0.428","32","10","116","25","47","2016/7/1 18:00:00"
"275","XHPRO1582A","0.512","19","14","147","41","57","2016/7/1 16:00:00"
"276","XHPRO1582A","5.653","57","35","85","179","246","2016/7/1 9:00:00"
"277","XHPRO1582A","4.71","96","15","17","177","283","2016/7/1 4:00:00"
"278","XHPRO1582A","5.822","84","19","14","208","305","2016/7/1 6:00:00"
"279","XHPRO1582A","6.664","69","15","19","242","306","2016/7/1 7:00:00"
"280","XHPRO1582A","2.087","26","27","154","36","58","2016/7/1 13:00:00"
"281","XHPRO1582A","3.866","45","31","115","156","197","2016/7/1 10:00:00"
"282","XHPRO1582A","0.463","84","8","40","23","54","2016/7/1 21:00:00"
"283","XHPRO1582A","5.22","101","19","11","187","268","2016/7/1 5:00:00"
"284","XHPRO1582A","1.367","114","7","52","190","304","2016/6/29 22:00:00"
"285","XHPRO1582A","2.044","70","6","21","92","130","2016/6/29 5:00:00"
"286","XHPRO1582A","1.207","42","6","77","174","277","2016/6/30 1:00:00"
"287","XHPRO1582A","1.379","69","8","53","61","54","2016/6/28 9:00:00"
"288","XHPRO1582A","0.601","11","11","124","44","59","2016/6/28 14:00:00"
"289","XHPRO1582A","1.137","50","8","85","54","82","2016/6/28 17:00:00"
"290","XHPRO1582A","0.767","37","6","112","33","34","2016/6/28 23:00:00"
"291","XHPRO1582A","3.69","71","14","24","134","187","2016/6/29 10:00:00"
"292","XHPRO1582A","1.196","22","8","192","151","186","2016/6/29 19:00:00"
"293","XHPRO1582A","0.928","30","6","94","47","82","2016/6/29"
"294","XHPRO1582A","1.421","88","7","65","201","283","2016/6/29 23:00:00"
"295","XHPRO1582A","1.868","76","8","14","95","141","2016/6/29 6:00:00"
"296","XHPRO1582A","1.085","33","6","87","184","263","2016/6/30 2:00:00"
"297","XHPRO1582A","1.044","56","7","76","51","66","2016/6/28 18:00:00"
"298","XHPRO1582A","5.015","92","10","32","64","113","2016/6/28 10:00:00"
"299","XHPRO1582A","0.585","12","10","125","43","50","2016/6/28 15:00:00"
"300","XHPRO1582A","0.7","31","5","82","52","88","2016/6/29 1:00:00"
"301","XHPRO1582A","3.404","61","9","27","109","152","2016/6/29 7:00:00"
"302","XHPRO1582A","1.614","82","7","46","188","308","2016/6/30"
"303","XHPRO1582A","0.552","43","6","87","39","57","2016/6/28 19:00:00"
"304","XHPRO1582A","1.408","66","9","31","120","179","2016/6/28 6:00:00"
"305","XHPRO1582A","1.453","40","11","72","75","119","2016/6/28 11:00:00"
"306","XHPRO1582A","0.738","38","6","67","56","91","2016/6/29 2:00:00"
"307","XHPRO1582A","3.661","44","8","38","115","149","2016/6/29 8:00:00"
"308","XHPRO1582A","2.113","30","13","137","132","200","2016/6/29 13:00:00"
"309","XHPRO1582A","1.814","51","10","60","76","122","2016/6/28 7:00:00"
"310","XHPRO1582A","1.401","29","9","80","68","99","2016/6/28 12:00:00"
"311","XHPRO1582A","1.833","46","6","84","46","62","2016/6/28 20:00:00"
"312","XHPRO1582A","1.163","14","9","183","126","190","2016/6/29 17:00:00"
"313","XHPRO1582A","2.359","56","10","26","102","173","2016/6/29 9:00:00"
"314","XHPRO1582A","2.311","51","6","68","183","281","2016/6/30 3:00:00"
"315","XHPRO1582A","1.449","46","10","77","64","55","2016/6/28 8:00:00"
"316","XHPRO1582A","0.831","20","12","108","63","48","2016/6/28 13:00:00"
"317","XHPRO1582A","0.684","16","11","130","46","92","2016/6/28 16:00:00"
"318","XHPRO1582A","1.092","18","8","195","143","194","2016/6/29 18:00:00"
"319","XHPRO1582A","4.196","58","10","76","29","130","2016/6/13 16:00:00"
"320","XHPRO1582A","2.584","57","11","64","45","90","2016/6/13 19:00:00"
"321","XHPRO1582A","1.732","12","17","176","46","66","2016/6/12 14:00:00"
"322","XHPRO1582A","5.022","99","28","8","82","184","2016/6/13 4:00:00"
"323","XHPRO1582A","2.986","86","19","37","57","102","2016/6/13 12:00:00"
"324","XHPRO1582A","4.192","93","20","12","73","133","2016/6/13 22:00:00"
"325","XHPRO1582A","1.708","87","12","30","54","109","2016/6/13"
"326","XHPRO1582A","1.513","28","16","107","54","90","2016/6/13 6:00:00"
"327","XHPRO1582A","2.615","97","11","21","49","95","2016/6/13 20:00:00"
"328","XHPRO1582A","1.836","12","17","173","42","77","2016/6/12 15:00:00"
"329","XHPRO1582A","4.33","95","18","7","87","148","2016/6/13 23:00:00"
"330","XHPRO1582A","8.727","98","14","22","81","126","2016/6/13 9:00:00"
"331","XHPRO1582A","3.625","46","11","83","43","93","2016/6/13 18:00:00"
"332","XHPRO1582A","1.822","101","14","11","81","126","2016/6/13 1:00:00"
"333","XHPRO1582A","2.106","44","11","85","38","68","2016/6/13 7:00:00"
"334","XHPRO1582A","3.835","103","15","11","78","136","2016/6/13 21:00:00"
"335","XHPRO1582A","1.754","12","16","165","38","80","2016/6/12 16:00:00"
"336","XHPRO1582A","4.361","91","17","8","85","169","2016/6/14"
"337","XHPRO1582A","3.41","104","16","21","65","140","2016/6/13 10:00:00"
"338","XHPRO1582A","1.987","14","23","171","43","87","2016/6/12 12:00:00"
"339","XHPRO1582A","3.911","73","30","58","62","163","2016/6/13 5:00:00"
"340","XHPRO1582A","1.907","14","14","157","31","67","2016/6/12 17:00:00"
"341","XHPRO1582A","2.276","93","15","10","77","154","2016/6/13 2:00:00"
"342","XHPRO1582A","4.628","91","11","38","45","100","2016/6/13 8:00:00"
"343","XHPRO1582A","2.941","64","9","61","25","128","2016/6/13 15:00:00"
"344","XHPRO1582A","4.512","80","18","10","88","171","2016/6/14 1:00:00"
"345","XHPRO1582A","2.443","119","17","41","0","0","2016/6/13 13:00:00"
"346","XHPRO1582A","2.491","55","10","81","31","66","2016/6/13 17:00:00"
"347","XHPRO1582A","1.539","65","10","78","34","72","2016/6/12 22:00:00"
"348","XHPRO1582A","3.602","89","38","36","65","147","2016/6/13 11:00:00"
"349","XHPRO1582A","1.715","13","18","169","43","57","2016/6/12 13:00:00"
"350","XHPRO1582A","4.015","97","22","8","79","198","2016/6/13 3:00:00"
"351","XHPRO1582A","2.468","108","19","66","0","0","2016/6/13 14:00:00"
