"   ","STATIONCODE","CO","NO2","SO2","O3","PM25","PM10","RECEIVETIME"
"2083","XHPRO1193A","1.284","81","4","73","48","101","2017/5/29 23:00:00"
"2084","XHPRO1193A","1.165","46","8","93","60","130","2017/6/1 8:00:00"
"2085","XHPRO1193A","0.96","16","19","198","69","160","2017/6/1 13:00:00"
"2086","XHPRO1193A","0.919","40","4","130","52","110","2017/5/30 4:00:00"
"2087","XHPRO1193A","0.877","26","6","137","71","158","2017/6/1 11:00:00"
"2088","XHPRO1193A","0.835","25","4","99","43","115","2017/6/1 4:00:00"
"2089","XHPRO1193A","0.473","21","4","157","16","55","2017/5/29 18:00:00"
"2090","XHPRO1193A","1.018","107","3","26","78","149","2017/5/30 2:00:00"
"2091","XHPRO1193A","1.352","31","9","89","61","119","2017/6/1 6:00:00"
"2092","XHPRO1193A","0.993","38","8","107","61","144","2017/6/1 10:00:00"
"2093","XHPRO1193A","0.832","64","4","100","30","92","2017/5/29 21:00:00"
"2094","XHPRO1193A","1.689","111","4","15","57","93","2017/5/30"
"2095","XHPRO1193A","0.546","13","6","","","","2017/9/4 17:00:00"
"2096","XHPRO1193A","0.632","31","3","39","1","42","2017/9/4 21:00:00"
"2097","XHPRO1193A","0.589","39","2","131","45","127","2017/5/29 10:00:00"
"2098","XHPRO1193A","1.125","58","8","128","80","168","2017/5/26 22:00:00"
"2099","XHPRO1193A","1.404","60","17","74","46","84","2017/5/27 5:00:00"
"2100","XHPRO1193A","0.548","18","3","208","28","79","2017/5/27 15:00:00"
"2101","XHPRO1193A","0.939","40","6","153","42","105","2017/5/28 9:00:00"
"2102","XHPRO1193A","0.432","19","3","167","55","82","2017/5/28 16:00:00"
"2103","XHPRO1193A","0.671","35","3","88","45","92","2017/5/29 4:00:00"
"2104","XHPRO1193A","0.437","15","6","161","19","67","2017/5/29 15:00:00"
"2105","XHPRO1193A","0.714","28","5","49","1","52","2017/9/4 18:00:00"
"2106","XHPRO1193A","0.974","47","6","158","50","90","2017/5/26 20:00:00"
"2107","XHPRO1193A","0.99","43","7","119","57","124","2017/5/27 8:00:00"
"2108","XHPRO1193A","0.562","20","3","197","42","133","2017/5/27 13:00:00"
"2109","XHPRO1193A","0.48","20","3","165","32","84","2017/5/28 18:00:00"
"2110","XHPRO1193A","0.827","49","11","64","53","89","2017/5/29 6:00:00"
"2111","XHPRO1193A","1.019","54","4","91","74","125","2017/5/27 1:00:00"
"2112","XHPRO1193A","1.589","80","21","59","58","94","2017/5/27 6:00:00"
"2113","XHPRO1193A","0.825","53","3","139","32","93","2017/5/27 20:00:00"
"2114","XHPRO1193A","1.115","32","8","136","79","106","2017/5/28 5:00:00"
"2115","XHPRO1193A","1.02","38","8","147","62","118","2017/5/28 7:00:00"
"2116","XHPRO1193A","0.511","18","3","173","17","50","2017/5/28 14:00:00"
"2117","XHPRO1193A","0.468","28","3","148","43","61","2017/5/28 19:00:00"
"2118","XHPRO1193A","0.709","44","2","96","51","114","2017/5/29 2:00:00"
"2119","XHPRO1193A","0.608","25","2","40","27","29","2017/9/4 22:00:00"
"2120","XHPRO1193A","1.196","63","7","114","74","139","2017/5/26 23:00:00"
"2121","XHPRO1193A","0.631","34","3","181","34","89","2017/5/27 18:00:00"
"2122","XHPRO1193A","0.598","17","6","208","30","68","2017/5/26 18:00:00"
"2123","XHPRO1193A","0.688","28","4","176","55","137","2017/5/27 11:00:00"
"2124","XHPRO1193A","0.926","32","5","157","47","102","2017/5/28 3:00:00"
"2125","XHPRO1193A","0.618","24","5","176","40","93","2017/5/28 12:00:00"
"2126","XHPRO1193A","0.89","76","4","71","48","120","2017/5/28 22:00:00"
"2127","XHPRO1193A","0.805","77","3","71","59","131","2017/5/29"
"2128","XHPRO1193A","0.749","33","9","124","55","122","2017/5/28 1:00:00"
"2129","XHPRO1193A","0.412","17","6","157","23","37","2017/5/29 17:00:00"
"2130","XHPRO1193A","0.842","40","4","124","56","126","2017/5/27 9:00:00"
"2131","XHPRO1193A","0.916","49","3","123","47","127","2017/5/27 23:00:00"
"2132","XHPRO1193A","0.907","31","7","106","52","96","2017/5/27 4:00:00"
"2133","XHPRO1193A","0.856","34","7","175","41","116","2017/5/28 10:00:00"
"2134","XHPRO1193A","0.729","52","2","91","39","109","2017/5/29 9:00:00"
"2135","XHPRO1193A","0.417","17","10","156","35","48","2017/5/29 16:00:00"
"2136","XHPRO1193A","1.026","70","9","130","60","150","2017/5/26 21:00:00"
"2137","XHPRO1193A","0.546","22","2","207","36","99","2017/5/27 16:00:00"
"2138","XHPRO1193A","0.904","53","5","131","64","108","2017/5/27 21:00:00"
"2139","XHPRO1193A","0.446","20","2","162","29","75","2017/5/28 17:00:00"
"2140","XHPRO1193A","0.742","62","4","66","40","84","2017/5/29 7:00:00"
"2141","XHPRO1193A","0.798","40","2","29","9","31","2017/9/4 20:00:00"
"2142","XHPRO1193A","0.971","45","5","106","70","178","2017/5/27 2:00:00"
"2143","XHPRO1193A","0.969","41","7","159","54","105","2017/5/28 8:00:00"
"2144","XHPRO1193A","0.452","17","3","175","23","64","2017/5/28 15:00:00"
"2145","XHPRO1193A","0.566","49","3","125","34","91","2017/5/28 20:00:00"
"2146","XHPRO1193A","0.717","37","2","97","37","62","2017/5/29 3:00:00"
"2147","XHPRO1193A","0.778","45","7","66","40","79","2017/5/29 5:00:00"
"2148","XHPRO1193A","0.697","28","6","198","40","70","2017/5/26 19:00:00"
"2149","XHPRO1193A","1.32","64","11","84","78","123","2017/5/27 7:00:00"
"2150","XHPRO1193A","0.718","42","2","161","49","119","2017/5/27 19:00:00"
"2151","XHPRO1193A","0.492","21","6","159","45","92","2017/5/29 11:00:00"
"2152","XHPRO1193A","0.526","19","5","159","38","88","2017/5/29 12:00:00"
"2153","XHPRO1193A","0.488","16","3","199","36","110","2017/5/27 14:00:00"
"2154","XHPRO1193A","0.994","32","5","137","64","89","2017/5/28 4:00:00"
"2155","XHPRO1193A","1.171","32","9","136","65","126","2017/5/28 6:00:00"
"2156","XHPRO1193A","0.548","21","4","179","17","50","2017/5/28 13:00:00"
"2157","XHPRO1193A","0.877","90","3","56","51","145","2017/5/28 23:00:00"
"2158","XHPRO1193A","0.681","53","2","80","51","87","2017/5/29 1:00:00"
"2159","XHPRO1193A","0.469","18","3","159","35","70","2017/5/29 13:00:00"
"2160","XHPRO1193A","0.572","25","3","199","34","97","2017/5/27 17:00:00"
"2161","XHPRO1193A","0.662","66","4","98","37","93","2017/5/28 21:00:00"
"2162","XHPRO1193A","0.408","16","10","157","29","40","2017/5/29 14:00:00"
"2163","XHPRO1193A","0.903","39","4","138","73","139","2017/5/27"
"2164","XHPRO1193A","0.674","21","3","195","44","100","2017/5/27 12:00:00"
"2165","XHPRO1193A","0.909","32","7","140","53","99","2017/5/28 2:00:00"
"2166","XHPRO1193A","0.837","38","5","105","65","105","2017/5/27 3:00:00"
"2167","XHPRO1193A","0.682","35","4","151","55","107","2017/5/27 10:00:00"
"2168","XHPRO1193A","0.83","44","7","125","66","121","2017/5/28"
"2169","XHPRO1193A","0.747","27","8","183","37","105","2017/5/28 11:00:00"
"2170","XHPRO1193A","0.741","52","3","87","45","85","2017/5/29 8:00:00"
"2171","XHPRO1193A","0.918","50","4","123","64","103","2017/5/27 22:00:00"
"2172","XHPRO1193A","0.761","31","2","37","19","21","2017/9/4 19:00:00"
"2173","XHPRO1193A","1.112","45","10","109","33","101","2017/5/30 5:00:00"
"2174","XHPRO1193A","1.521","79","10","46","76","99","2017/5/30 6:00:00"
"2175","XHPRO1193A","0.828","19","3","34","13","52","2017/9/5"
"2176","XHPRO1193A","0.813","19","2","27","21","45","2017/9/5 1:00:00"
"2177","XHPRO1193A","0.702","22","4","38","21","35","2017/9/4 23:00:00"
"2178","XHPRO1193A","1.783","57","34","20","215","261","2016/12/5 18:00:00"
"2179","XHPRO1193A","1.22","61","56","7","89","137","2016/12/6 2:00:00"
"2180","XHPRO1193A","1.108","47","34","8","88","116","2016/12/6 5:00:00"
"2181","XHPRO1193A","1.05","43","32","8","100","132","2016/12/6 3:00:00"
"2182","XHPRO1193A","0.989","44","48","17","82","124","2016/12/5 23:00:00"
"2183","XHPRO1193A","2.474","47","36","35","316","393","2016/12/5 16:00:00"
"2184","XHPRO1193A","1.363","60","66","9","92","134","2016/12/6"
"2185","XHPRO1193A","0.982","39","32","11","92","115","2016/12/6 4:00:00"
"2186","XHPRO1193A","1.479","63","34","15","172","220","2016/12/5 19:00:00"
"2187","XHPRO1193A","0.903","32","32","26","108","127","2016/12/5 21:00:00"
"2188","XHPRO1193A","1.79","61","50","7","110","150","2016/12/6 1:00:00"
"2189","XHPRO1193A","2.174","47","35","29","281","346","2016/12/5 17:00:00"
"2190","XHPRO1193A","1.416","59","44","4","112","139","2016/12/6 8:00:00"
"2191","XHPRO1193A","1.242","32","36","16","127","182","2016/12/6 11:00:00"
"2192","XHPRO1193A","1.385","55","43","4","94","128","2016/12/6 6:00:00"
"2193","XHPRO1193A","1.358","56","46","4","118","160","2016/12/6 9:00:00"
"2194","XHPRO1193A","1.023","17","30","50","140","189","2016/12/6 13:00:00"
"2195","XHPRO1193A","1.125","22","32","40","151","209","2016/12/6 12:00:00"
"2196","XHPRO1193A","1.483","57","40","3","93","154","2016/12/6 7:00:00"
"2197","XHPRO1193A","1.206","37","43","9","121","177","2016/12/6 10:00:00"
"2198","XHPRO1193A","1.061","24","34","38","90","138","2016/12/5 13:00:00"
"2199","XHPRO1193A","1.045","47","34","22","143","196","2016/12/5 20:00:00"
"2200","XHPRO1193A","0.935","12","27","59","124","165","2016/12/6 14:00:00"
"2201","XHPRO1193A","0.886","18","25","60","98","136","2016/12/6 16:00:00"
"2202","XHPRO1193A","1.107","35","27","47","89","133","2016/12/6 17:00:00"
"2203","XHPRO1193A","1.228","70","30","30","92","133","2016/12/6 18:00:00"
"2204","XHPRO1193A","1.042","15","18","40","91","148","2016/12/5 11:00:00"
"2205","XHPRO1193A","1.203","76","32","29","101","168","2016/12/6 19:00:00"
"2206","XHPRO1193A","2.187","52","33","35","122","195","2016/12/5 14:00:00"
"2207","XHPRO1193A","","25","29","39","65","120","2016/12/5 12:00:00"
"2208","XHPRO1193A","2.362","55","28","25","327","473","2016/12/5 15:00:00"
"2209","XHPRO1193A","0.872","13","27","62","112","147","2016/12/6 15:00:00"
"2210","XHPRO1193A","1.82","57","17","13","91","119","2017/3/21 6:00:00"
"2211","XHPRO1193A","1.086","33","30","66","91","115","2017/3/21 11:00:00"
"2212","XHPRO1193A","0.827","21","13","117","106","107","2017/3/21 18:00:00"
"2213","XHPRO1193A","1.262","31","5","7","95","92","2017/3/21 4:00:00"
"2214","XHPRO1193A","0.815","19","8","71","118","149","2017/3/21 23:00:00"
"2215","XHPRO1193A","0.703","16","14","131","104","112","2017/3/21 16:00:00"
"2216","XHPRO1193A","1.035","19","13","58","167","173","2017/3/22 4:00:00"
"2217","XHPRO1193A","1.895","58","203","","121","114","2017/3/21 9:00:00"
"2218","XHPRO1193A","0.785","20","8","88","111","133","2017/3/21 21:00:00"
"2219","XHPRO1193A","1.976","50","21","16","115","118","2017/3/21 7:00:00"
"2220","XHPRO1193A","0.615","17","9","118","91","126","2017/3/21 14:00:00"
"2221","XHPRO1193A","0.926","31","13","101","111","121","2017/3/21 19:00:00"
"2222","XHPRO1193A","0.894","16","9","54","128","152","2017/3/22 7:00:00"
"2223","XHPRO1193A","0.697","35","8","39","56","68","2017/3/22 11:00:00"
"2224","XHPRO1193A","0.987","20","17","60","151","140","2017/3/22 2:00:00"
"2225","XHPRO1193A","0.625","31","3","46","52","65","2017/3/22 14:00:00"
"2226","XHPRO1193A","0.995","29","37","84","111","139","2017/3/21 12:00:00"
"2227","XHPRO1193A","0.844","17","8","70","124","150","2017/3/22"
"2228","XHPRO1193A","1.013","20","16","58","155","185","2017/3/22 3:00:00"
"2229","XHPRO1193A","0.869","29","8","35","111","133","2017/3/22 9:00:00"
"2230","XHPRO1193A","1.417","46","14","10","102","111","2017/3/21 5:00:00"
"2231","XHPRO1193A","0.75","17","13","131","87","113","2017/3/21 17:00:00"
"2232","XHPRO1193A","0.656","31","6","44","54","80","2017/3/22 12:00:00"
"2233","XHPRO1193A","1.362","35","81","","112","121","2017/3/21 10:00:00"
"2234","XHPRO1193A","0.825","21","8","77","125","125","2017/3/21 22:00:00"
"2235","XHPRO1193A","0.91","18","12","69","141","148","2017/3/22 1:00:00"
"2236","XHPRO1193A","1.06","19","12","58","149","170","2017/3/22 5:00:00"
"2237","XHPRO1193A","0.668","17","9","128","83","101","2017/3/21 15:00:00"
"2238","XHPRO1193A","0.716","31","8","39","92","116","2017/3/22 10:00:00"
"2239","XHPRO1193A","1.922","61","56","11","119","111","2017/3/21 8:00:00"
"2240","XHPRO1193A","0.62","17","9","110","121","132","2017/3/21 13:00:00"
"2241","XHPRO1193A","0.877","31","11","91","113","142","2017/3/21 20:00:00"
"2242","XHPRO1193A","0.921","18","12","61","157","189","2017/3/22 6:00:00"
"2243","XHPRO1193A","0.944","19","7","44","127","144","2017/3/22 8:00:00"
"2244","XHPRO1193A","0.612","27","5","50","54","78","2017/3/22 13:00:00"
"2245","XHPRO1193A","1.551","124","27","6","67","115","2017/3/25 21:00:00"
"2246","XHPRO1193A","1.513","57","24","30","67","102","2017/3/26 8:00:00"
"2247","XHPRO1193A","0.44","17","8","88","25","37","2017/3/26 14:00:00"
"2248","XHPRO1193A","0.392","16","7","94","34","46","2017/3/26 15:00:00"
"2249","XHPRO1193A","1.703","92","20","9","115","178","2017/3/26"
"2250","XHPRO1193A","0.945","56","15","36","71","108","2017/3/26 3:00:00"
"2251","XHPRO1193A","0.982","35","16","40","57","85","2017/3/26 5:00:00"
"2252","XHPRO1193A","1.238","44","25","33","63","104","2017/3/26 6:00:00"
"2253","XHPRO1193A","0.741","43","12","61","23","37","2017/3/26 19:00:00"
"2254","XHPRO1193A","2.802","116","31","8","93","162","2017/3/25 22:00:00"
"2255","XHPRO1193A","1.45","84","16","15","75","127","2017/3/26 2:00:00"
"2256","XHPRO1193A","1.319","94","15","6","80","134","2017/3/27"
"2257","XHPRO1193A","0.838","73","17","21","83","98","2017/3/27 3:00:00"
"2258","XHPRO1193A","0.743","27","20","66","45","88","2017/3/26 11:00:00"
"2259","XHPRO1193A","2.723","106","30","6","128","160","2017/3/25 23:00:00"
"2260","XHPRO1193A","0.622","21","14","79","37","64","2017/3/26 12:00:00"
"2261","XHPRO1193A","0.948","60","20","26","109","179","2017/3/26 1:00:00"
"2262","XHPRO1193A","0.876","48","13","37","52","84","2017/3/26 4:00:00"
"2263","XHPRO1193A","1.358","58","26","25","45","74","2017/3/26 7:00:00"
"2264","XHPRO1193A","0.473","20","12","97","25","38","2017/3/26 17:00:00"
"2265","XHPRO1193A","0.515","26","10","84","30","72","2017/3/26 18:00:00"
"2266","XHPRO1193A","0.847","31","35","51","50","74","2017/3/26 10:00:00"
"2267","XHPRO1193A","1.219","77","18","33","34","65","2017/3/26 20:00:00"
"2268","XHPRO1193A","1.248","91","21","18","92","147","2017/3/26 23:00:00"
"2269","XHPRO1193A","1.952","111","32","10","47","109","2017/3/26 21:00:00"
"2270","XHPRO1193A","1.901","107","21","7","76","113","2017/3/26 22:00:00"
"2271","XHPRO1193A","1.094","90","29","4","79","95","2017/3/27 2:00:00"
"2272","XHPRO1193A","1.076","44","22","39","63","77","2017/3/26 9:00:00"
"2273","XHPRO1193A","1.244","91","21","4","98","123","2017/3/27 1:00:00"
"2274","XHPRO1193A","0.445","18","9","97","27","57","2017/3/26 16:00:00"
"2275","XHPRO1193A","0.935","86","14","11","51","66","2017/3/27 4:00:00"
"2276","XHPRO1193A","0.544","17","17","84","33","18","2017/3/26 13:00:00"
"2277","XHPRO1193A","0.862","44","3","63","41","79","2017/9/1 22:00:00"
"2278","XHPRO1193A","0.722","28","3","49","47","42","2017/3/22 18:00:00"
"2279","XHPRO1193A","1.033","31","3","9","86","115","2017/3/21 2:00:00"
"2280","XHPRO1193A","0.674","23","4","55","41","74","2017/3/22 19:00:00"
"2281","XHPRO1193A","1.171","52","3","4","85","86","2017/3/21 3:00:00"
"2282","XHPRO1193A","0.7","21","2","70","19","85","2017/9/1 23:00:00"
"2283","XHPRO1193A","0.584","14","2","84","15","39","2017/9/2 1:00:00"
"2284","XHPRO1193A","0.563","15","2","90","8","60","2017/9/2"
"2285","XHPRO1193A","0.645","22","9","98","58","98","2017/3/27 12:00:00"
"2286","XHPRO1193A","0.633","34","11","70","53","80","2017/3/27 10:00:00"
"2287","XHPRO1193A","0.569","16","3","81","8","28","2017/9/2 2:00:00"
"2288","XHPRO1193A","0.591","18","6","130","47","81","2017/3/27 16:00:00"
"2289","XHPRO1193A","0.592","24","9","89","60","117","2017/3/27 11:00:00"
"2290","XHPRO1193A","0.605","20","8","117","58","90","2017/3/27 13:00:00"
"2291","XHPRO1193A","0.586","18","7","136","38","88","2017/3/27 15:00:00"
"2292","XHPRO1193A","0.547","18","8","131","50","91","2017/3/27 17:00:00"
"2293","XHPRO1193A","0.655","18","8","128","57","117","2017/3/27 14:00:00"
"2294","XHPRO1193A","0.674","40","15","61","31","92","2017/3/27 9:00:00"
"2295","XHPRO1193A","0.532","21","8","127","47","83","2017/3/27 18:00:00"
"2296","XHPRO1193A","1.484","42","75","17","85","122","2017/3/25 8:00:00"
"2297","XHPRO1193A","0.706","25","9","109","35","89","2017/3/27 19:00:00"
"2298","XHPRO1193A","0.617","31","9","73","32","92","2017/3/25 17:00:00"
"2299","XHPRO1193A","0.464","19","9","84","43","80","2017/3/25 15:00:00"
"2300","XHPRO1193A","0.954","78","20","39","56","111","2017/3/25 20:00:00"
"2301","XHPRO1193A","0.766","39","6","76","64","105","2017/3/27 21:00:00"
"2302","XHPRO1193A","1.455","31","92","19","85","124","2017/3/25 6:00:00"
"2303","XHPRO1193A","1.004","37","49","38","86","101","2017/3/25 10:00:00"
"2304","XHPRO1193A","0.525","19","15","75","40","69","2017/3/25 13:00:00"
"2305","XHPRO1193A","0.664","34","10","68","53","85","2017/3/25 18:00:00"
"2306","XHPRO1193A","0.916","29","9","23","69","79","2017/3/25 4:00:00"
"2307","XHPRO1193A","0.768","52","20","31","52","67","2017/3/27 5:00:00"
"2308","XHPRO1193A","0.696","49","16","53","41","55","2017/3/27 8:00:00"
"2309","XHPRO1193A","0.685","27","10","34","92","105","2017/3/25 2:00:00"
"2310","XHPRO1193A","0.729","30","25","59","101","146","2017/3/25 11:00:00"
"2311","XHPRO1193A","0.53","25","9","81","38","71","2017/3/25 16:00:00"
"2312","XHPRO1193A","0.969","47","35","39","47","69","2017/3/27 6:00:00"
"2313","XHPRO1193A","0.631","45","22","54","50","87","2017/3/27 7:00:00"
"2314","XHPRO1193A","2.022","42","112","14","90","108","2017/3/25 7:00:00"
"2315","XHPRO1193A","0.837","33","8","89","55","80","2017/3/27 20:00:00"
"2316","XHPRO1193A","0.495","18","11","80","37","73","2017/3/25 14:00:00"
"2317","XHPRO1193A","0.797","55","16","52","46","66","2017/3/25 19:00:00"
"2318","XHPRO1193A","1.01","28","35","23","79","72","2017/3/25 5:00:00"
"2319","XHPRO1193A","1.124","45","75","23","83","93","2017/3/25 9:00:00"
"2320","XHPRO1193A","0.72","27","12","29","86","139","2017/3/25 3:00:00"
"2321","XHPRO1193A","0.564","24","15","71","58","71","2017/3/25 12:00:00"
"2322","XHPRO1193A","0.448","22","8","42","39","56","2017/3/22 22:00:00"
"2323","XHPRO1193A","0.424","12","12","50","34","48","2017/3/23 2:00:00"
"2324","XHPRO1193A","0.488","15","5","43","43","70","2017/3/23 9:00:00"
"2325","XHPRO1193A","0.483","16","4","44","46","31","2017/3/23 10:00:00"
"2326","XHPRO1193A","0.76","31","10","35","82","95","2017/3/25"
"2327","XHPRO1193A","0.577","24","5","48","49","67","2017/3/22 20:00:00"
"2328","XHPRO1193A","0.412","19","12","46","34","37","2017/3/22 23:00:00"
"2329","XHPRO1193A","0.602","32","2","43","41","63","2017/3/22 15:00:00"
"2330","XHPRO1193A","0.555","15","6","41","38","22","2017/3/23 8:00:00"
"2331","XHPRO1193A","0.674","31","10","52","50","74","2017/3/24 13:00:00"
"2332","XHPRO1193A","0.388","15","11","49","40","64","2017/3/23"
"2333","XHPRO1193A","0.8","56","11","28","34","16","2017/3/23 20:00:00"
"2334","XHPRO1193A","1.279","31","15","66","70","82","2017/3/23 15:00:00"
"2335","XHPRO1193A","0.499","31","19","52","39","51","2017/3/23 17:00:00"
"2336","XHPRO1193A","0.633","37","9","36","44","49","2017/3/24 4:00:00"
"2337","XHPRO1193A","0.484","21","22","59","42","27","2017/3/23 14:00:00"
"2338","XHPRO1193A","0.563","33","15","44","43","17","2017/3/24"
"2339","XHPRO1193A","0.678","33","12","36","50","51","2017/3/24 2:00:00"
"2340","XHPRO1193A","1.304","32","13","60","75","99","2017/3/23 16:00:00"
"2341","XHPRO1193A","0.793","49","14","23","69","69","2017/3/24 9:00:00"
"2342","XHPRO1193A","0.425","12","11","50","40","37","2017/3/23 3:00:00"
"2343","XHPRO1193A","0.554","14","4","43","41","43","2017/3/23 7:00:00"
"2344","XHPRO1193A","0.681","32","3","41","52","47","2017/3/22 17:00:00"
"2345","XHPRO1193A","0.696","29","21","58","56","79","2017/3/24 15:00:00"
"2346","XHPRO1193A","0.909","51","10","46","78","123","2017/3/24 19:00:00"
"2347","XHPRO1193A","1.003","50","9","31","76","112","2017/3/24 21:00:00"
"2348","XHPRO1193A","0.824","43","10","32","93","90","2017/3/24 22:00:00"
"2349","XHPRO1193A","0.642","28","14","63","69","100","2017/3/24 16:00:00"
"2350","XHPRO1193A","0.765","34","10","36","83","83","2017/3/24 23:00:00"
"2351","XHPRO1193A","0.411","12","12","49","37","17","2017/3/23 1:00:00"
"2352","XHPRO1193A","0.749","30","9","33","73","96","2017/3/25 1:00:00"
"2353","XHPRO1193A","0.577","42","13","40","33","49","2017/3/23 19:00:00"
"2354","XHPRO1193A","1.032","47","10","34","40","39","2017/3/23 22:00:00"
"2355","XHPRO1193A","0.517","35","15","44","44","62","2017/3/23 23:00:00"
"2356","XHPRO1193A","0.444","20","8","49","32","16","2017/3/22 21:00:00"
"2357","XHPRO1193A","0.643","56","14","27","53","59","2017/3/23 21:00:00"
"2358","XHPRO1193A","0.616","44","13","42","38","69","2017/3/23 18:00:00"
"2359","XHPRO1193A","0.75","40","12","34","40","41","2017/3/24 1:00:00"
"2360","XHPRO1193A","0.644","40","11","29","43","36","2017/3/24 5:00:00"
"2361","XHPRO1193A","0.427","17","8","52","42","52","2017/3/23 4:00:00"
"2362","XHPRO1193A","0.686","38","13","33","54","60","2017/3/24 3:00:00"
"2363","XHPRO1193A","0.952","54","20","16","64","78","2017/3/24 6:00:00"
"2364","XHPRO1193A","1.044","51","21","18","51","51","2017/3/24 7:00:00"
"2365","XHPRO1193A","0.684","37","11","43","84","106","2017/3/24 12:00:00"
"2366","XHPRO1193A","0.852","57","19","12","61","84","2017/3/24 8:00:00"
"2367","XHPRO1193A","1.005","56","13","19","56","59","2017/3/24 10:00:00"
"2368","XHPRO1193A","1.192","59","16","22","60","91","2017/3/24 11:00:00"
"2369","XHPRO1193A","0.589","27","12","60","62","85","2017/3/24 14:00:00"
"2370","XHPRO1193A","0.749","41","10","57","70","99","2017/3/24 18:00:00"
"2371","XHPRO1193A","0.533","16","5","49","47","75","2017/3/23 6:00:00"
"2372","XHPRO1193A","0.433","19","6","52","38","44","2017/3/23 5:00:00"
"2373","XHPRO1193A","0.682","31","12","62","73","87","2017/3/24 17:00:00"
"2374","XHPRO1193A","0.842","46","25","26","82","117","2016/11/8 23:00:00"
"2375","XHPRO1193A","0.739","22","21","36","80","100","2016/11/9 1:00:00"
"2376","XHPRO1193A","0.873","48","26","27","81","114","2016/11/8 22:00:00"
"2377","XHPRO1193A","0.703","14","21","39","83","121","2016/11/9 2:00:00"
"2378","XHPRO1193A","0.775","32","23","35","80","114","2016/11/9"
"2379","XHPRO1193A","0.711","22","30","21","51","81","2016/12/11 11:00:00"
"2380","XHPRO1193A","0.683","22","31","24","49","58","2016/12/11 12:00:00"
"2381","XHPRO1193A","0.788","37","27","3","72","88","2016/12/12 5:00:00"
"2382","XHPRO1193A","0.904","42","32","2","87","107","2016/12/12 6:00:00"
"2383","XHPRO1193A","0.774","36","20","5","67","81","2016/12/12 4:00:00"
"2384","XHPRO1193A","0.62","19","26","23","55","53","2016/12/11 8:00:00"
"2385","XHPRO1193A","0.618","19","27","23","25","63","2016/12/11 7:00:00"
"2386","XHPRO1193A","0.718","28","31","29","54","79","2016/12/11 13:00:00"
"2387","XHPRO1193A","0.517","14","24","22","39","33","2016/12/11 4:00:00"
"2388","XHPRO1193A","0.685","24","28","33","50","91","2016/12/11 14:00:00"
"2389","XHPRO1193A","0.53","13","24","23","34","47","2016/12/11 5:00:00"
"2390","XHPRO1193A","0.723","32","32","17","48","66","2016/12/11 10:00:00"
"2391","XHPRO1193A","0.748","34","21","5","74","90","2016/12/12 3:00:00"
"2392","XHPRO1193A","0.515","15","28","24","21","53","2016/12/11 6:00:00"
"2393","XHPRO1193A","0.913","53","26","5","98","134","2016/12/11 23:00:00"
"2394","XHPRO1193A","1.165","76","30","9","82","95","2016/12/11 19:00:00"
"2395","XHPRO1193A","0.923","49","26","21","66","89","2016/12/11 18:00:00"
"2396","XHPRO1193A","1.024","77","31","6","91","126","2016/12/11 20:00:00"
"2397","XHPRO1193A","0.689","21","27","36","53","85","2016/12/11 15:00:00"
"2398","XHPRO1193A","0.755","25","27","33","60","75","2016/12/11 16:00:00"
"2399","XHPRO1193A","0.87","57","26","2","94","128","2016/12/12"
"2400","XHPRO1193A","1.012","65","29","7","83","129","2016/12/11 21:00:00"
"2401","XHPRO1193A","0.81","48","23","3","92","113","2016/12/12 2:00:00"
"2402","XHPRO1193A","0.81","35","27","29","57","85","2016/12/11 17:00:00"
"2403","XHPRO1193A","0.996","54","26","5","101","134","2016/12/11 22:00:00"
"2404","XHPRO1193A","0.816","45","23","5","85","121","2016/12/12 1:00:00"
"2405","XHPRO1193A","0.989","43","35","2","75","114","2016/12/12 9:00:00"
"2406","XHPRO1193A","0.991","40","34","2","88","96","2016/12/12 7:00:00"
"2407","XHPRO1193A","","43","40","1","77","131","2016/12/12 10:00:00"
"2408","XHPRO1193A","0.953","45","33","1","80","111","2016/12/12 8:00:00"
"2409","XHPRO1193A","1.138","","","","96","137","2016/12/12 11:00:00"
"2410","XHPRO1193A","1.346","40","20","5","37","57","2016/10/2"
"2411","XHPRO1193A","1.255","16","27","11","18","26","2016/10/2 4:00:00"
"2412","XHPRO1193A","1.681","46","24","2","23","63","2016/10/1 12:00:00"
"2413","XHPRO1193A","1.602","41","23","4","27","52","2016/10/1 16:00:00"
"2414","XHPRO1193A","1.763","54","25","1","41","77","2016/10/1 20:00:00"
"2415","XHPRO1193A","1.393","33","22","11","9","45","2016/10/2 8:00:00"
"2416","XHPRO1193A","1.306","24","24","8","23","54","2016/10/2 12:00:00"
"2417","XHPRO1193A","1.351","31","20","6","35","37","2016/10/2 1:00:00"
"2418","XHPRO1193A","1.66","42","26","3","25","51","2016/10/1 13:00:00"
"2419","XHPRO1193A","1.719","57","25","1","33","58","2016/10/1 17:00:00"
"2420","XHPRO1193A","0.675","16","7","57","25","56","2017/9/30 7:00:00"
"2421","XHPRO1193A","1.527","48","25","2","28","64","2016/10/1 21:00:00"
"2422","XHPRO1193A","1.222","18","25","12","16","34","2016/10/2 5:00:00"
"2423","XHPRO1193A","1.389","32","31","8","13","36","2016/10/2 9:00:00"
"2424","XHPRO1193A","1.155","30","23","1","27","39","2016/10/1 10:00:00"
"2425","XHPRO1193A","1.351","36","26","4","30","37","2016/10/1 14:00:00"
