475.03	972.37	1000.98	52.55	54.07	2.9	95.21	4196.62	1756.03	352.24	13.62
450.44	955.46	989.16	36.86	39.52	3	94.95	2976.95	1215.95	250.33	10.29
437.15	935.23	946.74	29.53	31.74	2.53	94.63	2471	985.84	206.42	8.05
429.23	921.32	926.79	24.17	26.87	1.09	94.78	2134.48	825.87	169.96	7.61
427.14	929.99	939.07	20.76	22.12	0	95.65	1884.18	705.65	145.24	5.35
426.52	950.76	977.2	20.69	22.5	0	96.69	1936.58	720.35	154.69	6.42
419.46	974.2	1013.27	16.35	18.08	0.19	97.15	1550.35	572.15	124.15	5.12
395.48	937.45	1027.61	3.14	4.31	2.72	88.83	503.31	108.17	25.93	2.24
395.58	914.44	1030.07	3.07	4.45	4.07	82.55	477.69	110.34	26.83	2.79
396.18	901.49	1042.81	3.73	5.23	5.33	76.73	501.77	122	31.03	2.67
408.6	948.31	1050.06	8.2	10.03	6	77.03	803.6	259.73	60.97	3.8
409.8	955.88	1041.09	9.66	11	5.83	79.07	928.93	313.38	70.14	3.97
404.71	941.88	1017.86	7.93	8.6	5.57	78.6	823.9	260.07	55.07	2.57
401.04	922.92	1007.77	6.79	7.41	6	74.38	746.21	231.07	46.97	1.97
406.75	974.55	1046.51	9.43	10.53	6	76.63	935.13	309.47	64.67	3.37
401.69	951.44	1078.06	6.4	7.47	5.83	76.8	719.13	215.83	44.13	2.73
399.46	1005.55	1162.65	6.7	8	5	89.2	740.93	221.13	48.97	3.1
399.91	1007.55	1174.74	6.57	7.47	5.03	95.17	724.7	217.9	46.83	2.7
399.14	995.17	1166.24	9.83	10.7	6	96.6	974.1	321.6	68.07	2.9
395.8	943.39	1117.68	5.87	6.23	5.23	94.63	693.3	200.03	40.83	1.87
401.5	967.03	1111.45	9.3	9.47	5	95.67	1010.33	328.5	63.67	2.4
402.59	978.24	1122.32	8.7	9.2	5.1	97.83	933.73	295.83	59.07	2.47
396.02	964.38	1141.98	3.6	3.7	6.53	98.43	519.77	124.17	25.03	0.93
391.81	937.15	1167.4	1.17	1.3	7.47	96.7	327.57	43.33	10.23	0.9
390.85	921.7	1153.82	0.68	1.32	8	96	309	34.68	7.68	0.84
392.79	939.41	1126.8	1.69	4	8	97	361.9	66.17	15.45	2.41
392.59	916.3	1156.3	1.93	3.83	8	95.66	370.31	66.45	18.59	2.28
392.58	905.23	1159.77	1.73	3.6	8.07	93.2	346.37	61.5	16.23	2.57
393.51	909.16	1162.26	2.13	4.17	9	90.37	363.37	76.7	21.13	2.3
395.53	900.94	1140.88	3.07	4.9	9.23	88.83	406.4	99.63	25.23	2.63
394.96	904.64	1152.63	3.3	7.33	10.4	88.2	398.53	104.33	30.2	3.57
393.42	908.48	1126.95	3.15	6.77	10	88.23	388.62	98.38	27.85	3.69
395.67	973.73	1173.97	3.55	6.27	8.64	100.5	451.09	118	30.27	3.68
396.21	934.05	1151.83	3.53	5.5	8.53	98.23	447.37	118.23	29.67	2.87
398.48	937.84	1131.4	5.7	7.43	8	98.63	597.27	182.03	40.97	2.47
398.48	944.77	1095.03	6.07	7.17	8	99	666.57	205	41.53	2.43
398.2	932.49	1090.83	7.27	8.63	8	99	726.43	237.17	49.37	2.8
397.15	933.8	1107.26	7.03	9.48	8.38	99	675.41	221.62	51.45	3.52
396.09	916.54	1112.12	4.37	6.43	8	99	518.67	143.5	33.6	2.73
396.32	924.72	1122.23	4.92	6.46	8	99	553.71	159.63	39.21	2.5
398.34	944.7	1081.1	3.7	4.17	7	97.6	483.23	118.6	27.47	1
396.51	930.36	1079.39	1.07	1.59	6.45	97.52	346	48.1	11.41	0.83
396.82	924.28	1073.22	1.27	1.63	6.03	95.9	350.7	49.8	11.7	1.03
396.86	919.74	1079.32	1.4	1.67	6.27	93.9	345.17	52.13	12.03	0.77
396.29	909.39	1075.14	1	1	7	90.27	298.43	36.03	7.63	0.5
396.82	903.7	1060.73	0.93	1	7.03	88.33	306.13	35.73	8	0.63
397.02	907.08	1046.22	0.97	1.1	7.83	86.37	311.53	40.3	9.6	0.9
396.39	894.98	1055.58	0.97	1.07	7.1	85.73	297.77	36.9	8.03	0.6
397.57	897.77	1048.96	1.03	1.17	7	84.63	312.6	39.47	8.23	0.53
400.78	921.71	1064.46	4.9	5.13	6.07	85.2	661.8	194.9	37.33	1.2
405.76	929.26	1061.13	12.5	12.83	5.47	86.8	1127.37	395.27	82.2	2.07
408.42	949.52	1046.94	8.7	8.73	4.77	89.2	908.97	289.87	57.87	1.17
409.5	979.78	1061.75	10.97	11.23	4	91.5	1114.53	379.07	70.77	2.33
403.69	933.06	1053.93	7.57	7.77	4.73	87.8	837.87	263.03	51.67	1.33
408.43	956.71	1034.15	14.3	14.43	5	89.23	1330.53	482.47	90.2	2.23
408.74	983.01	1036.41	17.13	17.53	5.97	93.73	1481.27	562.53	111.53	2.93
404.3	967.04	1019.64	11.93	12.32	6	93.11	1096.61	394.96	80.54	2.46
411.56	960.63	994.51	13.21	13.59	5.55	92.07	1206.59	435.34	86.03	2.31
413.79	925.54	942.02	12	12.57	3.63	93	1174.73	408.7	81.57	2.07
417.89	944.03	957.52	15.7	17.35	2.39	96.26	1391.17	513.39	112.96	5.65
406.2	963.07	987.96	8.23	10.69	2.81	96.46	896.46	279.85	60.69	4
422.31	962.37	996.47	3.71	4.57	3	96	574.43	124.71	25.86	1.43
395.28	940.7	1007.2	3	3	4	90.6	463.6	85.8	19.6	0.6
398.4	929.19	994.27	6.67	7.07	4	88.33	751.8	219.43	47.23	1.57
397.8	917.12	980.15	5.97	6.57	4	88.63	733.17	206.8	42.13	1.33
397.09	910.34	963.83	4.89	5.14	4.93	86.32	654	177.07	34.64	0.93
399.9	918.75	983.34	6.47	6.67	6	83.03	738.6	222.73	43.97	1.23
401.9	935.65	1019.44	8	8.27	6.67	81.33	840.77	272.1	51.7	1.63
399.02	914.91	1014.8	7.53	7.7	7	79.23	807.83	260.97	49.77	1.17
400.42	931.62	1023.18	8.27	8.3	7	79.7	850.07	281.17	55.5	1.23
397.28	902.8	1035.85	9.5	9.53	6.67	78.47	957.1	330.8	61.3	0.9
406.88	950.25	1022.27	21.87	21.87	6	82.33	1916	758.8	139.03	1.77
410.45	979.37	1031.17	18.03	18.2	6	84.3	1569.17	602.3	116.27	2.77
421.44	997.07	1057.67	25.9	26	5.8	85.9	2130.3	848.93	166.5	4.17
422.15	997.15	1049	27.03	27.3	5	87.07	2155.27	872.13	178.53	4.17
410.52	969.95	1042.76	17.87	18.07	5	86.7	1533.37	579.4	118.1	3
414.87	974.62	1007.98	23.57	23.7	4.47	89.13	1967.03	777.37	157.93	4.47
430.27	990.62	1034.24	33.23	33.57	4	92.57	2701.93	1114.1	224.57	6.33
438.19	985.81	1004.04	43.27	43.4	4	92.8	3416.3	1417.5	287.73	7.17
436.18	959.91	975.47	37.76	39.07	3.31	93.38	3071.72	1261.21	252.17	7.66
438.72	961.6	983.01	38.77	39.45	3	95.5	3103.5	1273.05	264.64	8.09
442	945.87	955.42	38.11	38.61	3	95	3107.06	1267.56	255.17	6.94
420.46	937.02	949.7	14.63	15.73	3.17	94	1359.87	484.87	100.97	3.43
423.53	948.62	962.08	11.2	11.7	4	94.07	1112.27	376.87	78.93	2.77
412.5	964.63	978.91	6.48	6.86	4	95.59	759.48	217.83	46.38	1.9
402.51	980.52	1042.98	4.67	4.93	4	96.9	649.07	163.13	32.03	0.93
395.83	960.42	1106.69	2.73	2.93	4.97	97.33	466.7	90.33	18.97	1.23
394.99	944.87	1100.25	2.97	3.13	5.47	96.9	460.07	100.93	22.2	0.97
396.18	934.61	1124.36	2.33	2.5	6.1	96.67	420.67	82.57	16.1	0.57
393.56	913.8	1110.61	1.53	1.83	7	94.8	371.43	60.6	12.77	0.67
393.19	898.99	1060.67	1.33	1.93	7.6	92.63	342.87	54.27	12.2	1.27
398.01	954.38	1089.09	3.77	4.67	7	96.33	524.53	132.6	29.47	1.7
396.67	942.18	1076.21	3.5	4.2	7	96.47	493.03	123.13	27.03	1.5
403.76	963.93	1122.44	7.2	8.23	6.17	97.6	737.17	234.47	52.93	2.73
399.87	955.59	1108.43	7.23	9.17	6	97.9	746.73	242.4	51.93	3.6
398.21	948.04	1125.43	6.07	7.7	6	98.1	678.6	204.77	45.6	3.3
395.56	920.57	1085.61	5.47	7.03	6	97	645.53	190.17	42.83	3.13
394.56	926.98	1068.84	4.5	6.23	6	97.13	567.33	152.73	35.37	2.97
395.8	929.88	1050.16	6.21	9.55	6	97.14	687.52	202.55	44.79	3.41
395.51	925.04	1052.72	7.23	9.4	6	97	748.63	237.3	54.77	4.37
393.77	920.06	1027.79	5.52	7.28	6	96.97	636.03	190.48	40.72	3.07
394.85	940.41	1015.88	5.52	6.84	6	97.48	657.96	187.88	39.76	2.16
394.96	933.38	1060.84	6.07	7.93	6	96.86	695.86	205.86	44.86	2.93
395.27	947.93	1050.16	4.22	6.3	6	96.78	577.44	149.56	33.19	3.07
397.85	971.13	1051.91	5.3	7.87	6	96.27	634.63	179.9	42.2	3.73
402.49	992.51	1058.54	6.97	8.77	5.5	96.97	752.57	230.83	53.13	3.4
411.5	998.85	1054.96	9.23	11.9	5	97.87	889.67	297.73	67.37	4.33
404.22	995.69	1091.59	8.47	9.37	6.1	97.03	818.63	273.1	62.57	2.83
399.5	942.7	1096.71	6.6	7.43	7.93	90.7	697.7	215.27	48.33	2.13
398.37	913.48	1086.43	5.4	6.5	8.87	85.43	605.83	182.7	37.63	2.27
399.59	897.42	1065.37	4.97	6.37	11.2	76.57	523.43	158.37	35.83	2.33
398.65	895.6	1056.03	4	5.3	10.3	75.03	465.67	132.6	30.2	2.3
397.86	913.45	1086.28	4.1	5.37	9.6	74.8	464.93	130.57	31.2	2.33
403.47	1008.34	1109.2	4.43	6.63	7.93	82.8	548.9	154.27	34.4	2.87
419.88	1047.24	1117.01	9.73	10.87	7	88.7	914.43	318.4	65.7	3.1
427.98	1041.88	1117.26	14.93	15.7	6.17	90.73	1268.13	477	101.1	3.73
448.78	1034.09	1094.13	20.27	21.63	6	92.93	1694.77	671.7	134.4	5.4
452.19	1033.75	1090.06	24.97	26	6	93	2014.87	812.63	168.4	6.13
449.4	1012.56	1070.06	27.9	28.97	6	92.9	2246.7	906.7	184.23	6.83
449.99	1001.53	1060.39	32.1	33.5	6	93	2501	1037	212.63	7.2
459.5	995.28	1047.94	34.9	36.03	6	94.17	2685.2	1119.17	230.2	9.03
452.22	993.76	1040.25	32.67	33.33	6.8	94.6	2550.23	1051	212.97	7.17
417.48	985.5	1025.36	19.13	20.53	6.47	95.17	1589.37	621.5	130.23	5.93
405.21	971.2	1014.08	13.83	16	6	96	1251.48	455.79	95	4.93
401	925.8	998.08	11.25	15	6	96	1089.75	388.5	81.5	6
398.28	937.7	995.49	8.14	9.71	6	96.46	838.32	264.61	57.68	2.96
402.78	973.93	1008.98	5.93	7.7	6	96	692.2	206.6	42.93	2.4
404.16	976.2	1027.35	6.24	7.72	6	96.1	695.07	206.62	45.34	2.83
403.78	971.39	1043.02	6.93	8	6.7	95.17	755.5	236.4	50.2	2.77
400.37	945.9	1056.96	6.13	6.7	7	93.87	690.73	208.7	40.63	1.9
402.34	942.3	1064.02	6.97	7.73	7	92.97	752.63	236.37	45.27	2
400.38	941.19	1076.03	5.83	6.43	7	91.73	673.63	198.73	37.5	2.23
400.7	946.76	1093.69	6.23	6.87	7.07	92.6	705.37	220.17	41.83	1.93
398.31	944.44	1122.42	5.97	6.63	7	95.37	669.07	203.67	40.23	1.83
395.88	937.29	1119.08	3.97	4.9	6.73	98	521.23	132.37	30.17	2.1
395.59	937.94	1128.96	4.4	4.93	6	98.93	537.33	140.07	31.63	1.63
395.15	922.51	1128.79	3.72	4.07	6.41	97.97	502.14	122.1	26.97	1.52
395	915.66	1111.82	4.1	4.87	7	97.3	538.07	139.87	29.6	1.5
394.13	907.01	1115.38	4.33	5.3	7	98.43	542.53	142.9	32.13	2.3
392.95	898.96	1091.36	2.83	3.97	7	96.7	432.9	98.3	23.97	2.03
393.16	886.51	1070.54	2.43	2.73	7	93.93	396.33	81.1	17.9	1.03
392.43	863.54	1066.45	1.67	1.9	7.97	89.67	335.93	57.57	13.07	1.07
391.42	884.12	1081.4	1.5	1.8	7.23	92.97	337.93	57.27	13.7	1.1
391.28	888.31	1073.48	1.58	2.54	7	94.21	355.71	59.29	14.92	1.5
391.58	885.45	1061.81	1.39	2.33	7.11	94.11	363.67	62.56	14.5	1.5
391.22	902.5	1106.5	2.15	3.41	7.3	96.37	395.52	75.7	18.7	1.56
392.19	897.61	1118.97	1.33	3.33	7.93	97.47	360.53	60.33	14	2.47
392.25	889.97	1103.49	1.07	2.48	8	96.11	335.11	52.67	12.37	1.56
392.41	895.86	1106.7	1.39	2.39	8	96.29	347.61	55.5	13.18	1.11
393.77	900.98	1145.19	1.9	2.2	8	96.23	347.37	66.43	14.63	0.67
393.4	890.39	1128.21	1.83	2.17	8.97	94.67	341.53	63.43	15.27	1.1
394.36	877.66	1093.42	1.67	1.77	9.5	90	324.4	60.03	13.47	0.67
394.83	866.74	1083.31	1.7	1.97	10.23	86.23	313.17	58	12.17	0.53
394.72	856.31	1088.63	1.87	1.93	11.1	83.03	319.77	63.73	13.4	0.53
394.48	857.98	1088.19	1.93	2.57	11.6	81.07	324.33	70.37	16.43	1
394.95	923.68	1146.39	1.83	1.97	9.53	95.33	335.43	64.87	14.07	0.6
394.29	922.37	1142.39	1.83	2.03	9	97.67	361.77	69.03	14.87	0.7
394.57	928.23	1162.8	1.73	2.03	9	99.37	342	63.77	15.03	0.53
394.33	926.29	1174.99	1.23	1.4	9	100	324.9	48.97	10.6	0.7
393.87	916.29	1134.04	1.07	1.1	9	100.6	312.93	41.47	8.67	0.4
395.09	921.77	1116.11	1.03	1.2	9.13	100.97	294.97	42.77	8.77	0.27
398.23	924.28	1099.71	2.1	2.27	10	100.23	372.07	78.43	14.83	0.5
394.33	884.42	1160.72	1.33	1.7	8.73	97.83	300.87	45.23	11.03	1.17
393.68	888.46	1142.4	1.37	2.77	8	96.47	320.03	51.3	13.87	1.93
395.3	905.9	1120.3	2.5	4.73	7.08	96.62	393.15	89.38	23.46	2.62
393.36	897.68	1130.18	2	3.92	7	97.36	371.56	72.76	20.12	2.08
392.19	900.34	1103.45	0.88	2.18	6.47	97.41	337.53	38.59	11.35	1.65
393.15	909.82	1109.61	1.09	2.52	6.26	98.09	346.65	49.43	14.04	1.91
393.96	925.75	1088.64	1.54	2.46	6	98.79	386.46	64.04	16.43	1.43
395.1	912.59	1093.33	1.93	3.17	5.2	97.97	403.13	73.43	17.13	1.5
396.6	938.11	1116.72	2.2	3.17	6.07	97.2	404.57	76.23	20.87	1.83
396.89	902.07	1115.63	1.63	2.53	8.1	90.57	319.7	54.27	14.47	1.67
398.21	854.22	1080.03	1.7	3.67	10.83	76.8	307.57	58.27	16.67	2.63
396.18	819.78	1073.61	2.3	5.43	10.9	71.23	339.83	75.87	22.9	3.5
396.19	854.09	1103.61	2.4	4.9	9.8	74.4	340.8	79.13	22.03	2.87
396.18	887.73	1134.63	2.17	4.63	8.67	76.47	335.77	72	21.97	3.03
398.04	923.99	1143.48	1.83	3.07	7.73	81.93	333.63	61.87	16.37	1.87
404.82	983.24	1145.04	4.23	5.8	6.97	89.03	519.77	138.53	33.47	2.8
406.41	978.19	1138.48	7.27	9.37	6	92.3	740.1	239.27	52.13	3.57
408.35	989.93	1108.66	10.93	11.83	5.2	94.23	1035.97	366.03	75.33	3.7
410.25	999.8	1101.88	11.73	13.2	5.7	94.73	1081.5	384.27	81.23	4.07
410.07	955.02	1015.41	13.57	14.9	4.93	93.5	1222.4	448.03	91.87	4.57
441.22	980.66	1032.89	20	20.57	3.13	96.6	1773.77	679.1	138.23	5.43
440.44	995.32	1048.03	23.87	24.5	3	98.23	2090.67	824.7	160.47	5.73
436.66	979.21	1014.08	26.86	28.69	3	98.07	2245.9	901.38	184.21	8.1
415.74	995.24	1043.8	17.21	19.86	2.82	99.32	1517.68	571.14	122.5	5.54
402.38	1021.34	1061.04	13.18	17.41	4	98.76	1176.65	431.65	99.53	7.18
397.48	966.51	1014.88	15.35	21.29	4	97	1214.71	458.71	125.65	9.41
396.6	959.33	1029.79	11.63	15.07	3.03	97.33	1000.63	355.57	93.2	5.47
398.93	965.05	1033.14	10.63	11.97	3	96	958.87	332.6	82.4	3.3
397.65	964.15	1016.49	10.13	11.17	2.79	95.71	906.46	309.13	83.04	4
397.06	956.21	1026.75	9.77	11.93	2.37	96.53	853.27	291.9	79.2	4.8
397.53	951.5	1040.11	10.2	11.1	3	93.97	889.73	304.33	77.6	3.2
399.98	947.62	1035.09	12.77	13.23	3.73	91.13	1077.77	389.03	96.9	3.17
400.6	917.15	1011.3	13.3	13.4	4.83	86.57	1112.6	411.33	96.4	1.97
401.53	915.18	1032.07	9.73	9.73	6.23	79.9	907.93	311.77	67.73	1.63
402.37	911.93	1003.03	6.28	6.59	7	74.76	688.21	211	42.41	1.41
406.17	973.54	1027.53	8.07	8.4	5.2	84.37	832.4	272.33	57.9	2
412.83	970.59	1025.1	9.87	10	3.07	91.6	971.37	337.03	69.67	2.13
423.37	989.7	1034.81	19.45	20.52	2	95.07	1670.59	651.52	143	5.59
426.71	992.95	1028.96	21.5	21.77	1	96.17	1849.73	721.47	152.57	5.3
421.57	979.94	1040.63	18.2	18.67	0.43	95.1	1653.4	617.93	130.77	4.73
432.58	988.2	1041.34	23.43	23.77	0	95.63	2101.63	805.67	166.3	5.6
425.98	1006.35	1052.4	22.1	22.57	0	96.8	1981	755.2	159.33	6.03
437.64	1002.59	1062.89	35.83	36.5	0	97.2	3022.07	1236	259.83	10.5
434.19	975.22	1009.78	35.97	36.2	0	96.2	3069.1	1244.5	259.63	8.1
427.56	977.73	1011.29	30.1	30.45	0	97.07	2633.52	1041.83	217.86	7.41
418.55	988.42	1023.78	27.2	27.53	0	95.93	2623.93	1038.47	197.47	6.4
411.01	976.18	993.76	15.84	16.24	0	96.36	1562.68	558.28	114.68	3.92
412.18	962.72	978.61	11.96	13.36	0	96.96	1284.56	430.6	88.44	3.48
405.24	948.99	962.11	12.67	14.21	0	97.08	1327.42	447.08	98.29	4.04
411.73	945.3	947.13	14.11	14.64	-0.86	96.75	1417.75	486.25	105.79	3.82
426.76	961.47	971.8	17.33	18.2	-0.57	97.47	1672.93	601.2	131.27	4.7
421.3	987.15	1030.78	18.9	19.93	1.07	94.2	1667.47	625.67	138.73	5.2
421.56	984.52	1024.82	17.47	19.53	5	79.13	1461.6	542.83	117.63	4.27
416.79	928.99	981.44	16.17	16.77	6.33	72.47	1407.97	522.1	106.33	3.6
416.52	928.96	1009.75	16.07	16.21	8.1	66.69	1360.1	515.24	106.59	3.21
412.91	929.91	998.97	15.9	16.63	9	61.77	1288.77	491.17	104.37	3.23
407.43	921.29	1019.7	14.27	14.87	7.93	61.8	1177.17	439.53	93.07	3.23
413.74	992.03	1035.65	15.53	15.97	5.27	74.33	1331.6	499.5	104.9	2.97
425.06	993.54	1030.98	30.33	31.3	3.03	82.3	2275.1	958.47	217.37	6.33
439.83	1006.86	1054.71	28.59	29.31	1.69	88.83	2325.55	954.86	205.97	7.21
429.94	1007.07	1047.81	24.77	25.3	1	91.47	2095.17	832.1	175.1	6.1
462.06	1002.04	1035.88	45.2	45.77	0.93	92.63	3621.83	1511.37	323.53	11.63
473.07	995.72	1042.71	51.77	52.77	0	94.07	4075.03	1714.8	377.37	14.2
465.22	1004.58	1048.87	47.69	47.93	0	95.48	3856.48	1599.34	343.76	11.03
440.39	1002.87	1030.27	33.7	34.53	0	95.5	2816.87	1153.27	248.43	9.3
448.83	980.94	999.82	43.4	44.5	0	95.17	3544.17	1468.57	317.1	12.2
443.36	970.26	998.21	38.04	38.89	0	96.26	3172.26	1297.93	281.33	9.59
448.03	958.49	963.79	39.25	41.5	0	96	3279	1334.75	294.25	10.31
452.62	958.13	968.98	39.55	41.59	-0.03	95.97	3377.48	1366.79	295.48	10.66
477.81	939.29	950.73	35.08	35.33	-0.83	95.25	3059.75	1211.42	255.42	8
451.17	977.9	996.41	36.57	37.53	0	95.7	3077.3	1251.13	266.03	9.87
452.3	972.84	994.74	33.57	34.6	0	95.8	2866.47	1148.1	244.77	9.53
459.44	963.59	997.12	29.27	30.57	0	95.37	2570.67	1021.2	212.5	8.87
442.55	989.61	1034.21	23.63	24.37	1.67	90.83	2064.07	799.63	170.1	6.8
426.02	960.49	998.91	18.38	19.07	6.03	75.07	1593.52	607.38	122.9	4.45
416.06	911.06	984.93	16.57	17.53	8.47	64.43	1372.17	523.53	107.37	4.3
403.92	910.64	989.05	11.37	11.77	7	66.53	1038.13	368.87	75.73	2.23
405.86	939.53	1005.58	13.6	14.27	7.17	68.53	1191.83	435.53	89.83	2.87
407.02	949.01	1005.95	13.63	14.43	7.7	67.23	1195.5	445.3	90.5	3.67
417.22	987.22	1031.49	15.7	16.37	7	70.97	1319.03	504	102.73	3.43
419.91	1002.07	1028.26	15.63	16.53	7	73	1335.37	504.9	101.87	3.33
419.29	1003	1037.95	15.33	16.13	7	74.63	1339.87	499.17	102.2	3.37
429.64	1007.88	1049.68	20.53	21.27	7	75.63	1709.97	661.93	134	4.3
440.93	1008.04	1047.96	26.13	27.57	7	77.1	2057.03	829.97	173.4	7.13
431.51	1000.73	1026.07	25.2	26.37	7	77.57	1971.17	791.4	167.93	5.9
407.43	959.98	996.07	14.5	14.97	7	75.77	1267.7	468.33	95.33	3.33
402.33	948.44	972.93	14.27	15.33	7	75.37	1216.07	444.87	96.2	2.93
401.45	942.7	967.43	12.13	13.7	3.47	70.2	1096.63	387.77	82.23	3.03
400.62	941.59	964.79	12.07	14.13	7	75.87	1096.4	393.97	87.7	3.53
398.73	923.23	980.13	6.67	7.33	7	75.67	808.33	253.67	55.33	1
394.07	932.72	1013.43	5.25	6.29	5.68	77.5	621.39	172.57	36.96	1.71
393.89	925.32	1071.21	5.86	6.64	7.5	84.29	702.07	211.21	42.21	1.5
391.42	920.73	1111.37	1.97	2.97	8	88.7	396.23	72.93	16.77	1.13
395.62	955.24	1093.53	2.33	2.7	8	87	396.1	80.7	17.73	0.8
393.28	947.92	1174.87	1.67	1.83	8.77	89.77	345.57	57.23	13	0.7
392.59	922.52	1166.14	1.6	1.9	9	89.93	325.87	53.67	12.23	0.7
392.63	871.84	1132.78	1.2	1.4	9.8	78.3	303.5	45.53	10.87	0.63
393.9	871.24	1107.98	1.43	1.87	10.9	71.53	289.67	50.5	12.1	0.87
394.34	872.26	1115.39	1.1	1.5	11.63	71.1	269.47	44.23	10	0.63
393.55	862.54	1102.63	0.97	1.17	12	66.07	272.5	40.83	9.37	0.67
393.4	856.21	1095.38	1.1	1.6	12	65.77	275.6	44.83	10.47	0.9
397.76	917.56	1087.53	2.1	2.33	11.37	68.1	362.6	75.53	16.83	0.83
401.42	967.05	1105.18	3.33	3.7	10.33	72.33	433.13	109.83	22.63	1.23
