440.38	634.38	619.43	733.52	57.33	57.76	15.19	65.14	4026.38	1944.57	401.29	24.81
431.47	962.93	570.17	824.27	51.8	52.17	14	67.8	3646.73	1758.57	357.47	22.6
423	756.33	556.43	854.57	48.57	48.73	14	68.3	3513	1687.4	339.77	20.7
419.93	1008.57	499.47	908.13	46	46.47	13.8	68.33	3345.13	1600.43	326.17	20.87
417.93	1019.47	476.07	927.67	46.27	46.77	13.03	68.83	3401.73	1633.37	328.7	18.83
414.97	904.8	475.37	947.03	53.47	53.8	13	68.63	3838.1	1856.47	379.37	22.07
412.9	1052.7	467.23	955.4	60.5	60.87	13	68.3	4242.37	2075.77	428.53	25.93
412.93	876.2	503.9	930.7	66.8	67.17	13	68.07	4635.37	2279.67	469.8	28.93
413.37	888.23	512.8	910.6	77.87	78.47	13	68.2	5326.07	2645.77	550.9	33.23
411.67	833.53	503.67	880.13	73.43	73.7	13	68.63	5144.67	2544.87	526.73	33.37
410.13	863.67	553.37	874.3	75.07	75.33	13	68.13	5107.3	2534	526.6	31.33
410.23	746.47	589.83	852.43	79.37	79.6	13	68.8	5439.7	2718.9	564.83	35.17
409	724.13	567.4	855.4	74	74.27	13	68.93	5050.37	2517.5	522.5	31.9
410.53	804.13	544.8	866	69.73	70.03	13	69.03	4818.6	2386.5	502.77	32.07
413.5	696.6	596.9	865.9	58.8	59.1	13.27	67.93	4105.93	1996.47	413.13	26.3
420.17	605.07	576	894.47	66.5	67.2	14.27	65.6	4606.3	2262.7	476.23	31.63
421	690.3	556.67	903.87	62.83	63.6	15.23	63.27	4377.33	2111.4	430.03	26.77
422.9	687.1	563.6	928.17	59.97	60.93	16.3	62.03	4230.13	2031.3	411.73	26.13
428.2	773.43	489.33	1056.17	77	78.73	18.1	58.17	5243.8	2553	520.97	34
430.07	802.9	482.9	1145.87	80.57	83.5	19.57	55.57	5481.17	2654.8	533.87	35.43
433.63	780.43	495.2	1101.77	71.17	73.27	19.77	55.8	4950.07	2360.53	457.87	29.97
425.93	719.37	518.33	1029.93	78.47	80.6	18.9	58.63	5341.57	2597.4	519.23	34.57
422.93	815.07	472.13	1022.13	81.7	83.33	17.63	60.63	5481.5	2692.73	556	36.37
419.1	763.03	512.07	993.5	90.57	92.63	16.7	62.7	6037.53	2999.13	623.63	43.83
422.91	615.91	536.41	965.32	92.86	95.41	16.32	63.55	6025.41	3006.64	651.09	44.5
421.57	642.2	497.27	958.6	98.27	100	15.7	65.57	6376.83	3223.67	693.27	47.8
417.5	710.3	511.97	946.87	98.73	100.53	15	67	6446.93	3271.37	707.47	48.97
418.43	701.47	537	922.1	97.93	99.47	15	67.17	6333.3	3220.53	709.5	50.77
418.93	576.23	569.17	886.63	104.17	106.9	15	68	6676.97	3407.13	756.03	55.93
419.2	626.03	554.57	867.2	104.47	106.53	14.77	68.8	6704.4	3434.77	763.47	55.73
417.57	746.33	535.47	870.63	100	101.63	14	69.1	6388.43	3276.3	729.87	52.93
416.87	780.57	518.07	862.77	100.47	101.93	14	69.77	6441	3302.33	736.47	52.53
415.1	612.4	540.77	856.47	101.77	103.07	14	70.13	6526.77	3362.8	746.8	51.73
425.63	721.33	531.87	837.6	105.37	106.87	14	70.43	6558.03	3413.87	787.97	54.5
433.17	608.23	582.7	792.3	117.1	118.97	14	70.8	7106.67	3727.97	876.4	65.87
432.2	649.47	612.7	797.73	102.73	104.7	14	69	6536.13	3364.3	758.83	53.8
430.2	727.33	540.77	850.23	84.7	86.13	14	67.03	5536.1	2795.47	616.37	43.97
427.93	788.83	494.1	840.1	83.47	84.67	14	67.43	5451.1	2762.13	611.17	42.47
422.77	775.57	480.07	859.63	79.2	80.17	14	67.3	5321.17	2669.8	580.8	41.33
430.1	557.5	614	847.67	88.87	91.13	14.87	66.1	5739.83	2900.3	642.87	48.27
438.2	533.73	603.27	841.1	99.6	101.43	15	66.9	6488.9	3289.4	719.27	53.07
423.47	750.8	518.63	857.87	91.4	93.47	15	66.6	5911.53	2994.8	660.73	47.97
415.4	725.1	509.53	861.7	90	91.03	15	66.97	5885.87	2976.7	651.2	46.53
416.17	618.23	546.23	877.9	90.73	92.17	15	66.03	5872.7	2952.4	648.8	46.6
422.57	736.87	504.27	873.13	88.73	90.3	15	66.2	5705.67	2903	638.2	45.03
425.37	778.4	456.47	874.9	88.03	89.6	15	67.6	5630.93	2861.07	639.53	47.2
428.83	796.13	441.13	888.53	84.8	86.07	14.8	69.4	5542.47	2794.27	623.13	45
434	854.93	463.67	924.23	85.17	85.97	15	69.13	5690.4	2838.13	614.9	41.93
428.97	761.9	486.7	853.77	79.9	80.97	14.03	70.23	5294.03	2650.27	577.87	40.9
425	717.4	498.63	839.7	67.23	68.27	14.07	70.47	4534.3	2237.63	477.23	33.4
423.4	679.73	516.4	840.43	61.63	62.57	14	71.4	4298.17	2082.07	439.43	30.43
421.7	637.2	578.03	798.77	71.73	72.37	14	71.5	4917.13	2408.4	502.37	31.63
