0.796	28	8	49	27	43
0.769	23	8	57	23	39
0.773	27	8	52	24	37
0.814	28	7	51	24	40
0.823	26	7	53	21	34
0.703	25	7	52	20	34
0.702	29	7	47	18	33
0.734	36	7	37	18	33
0.784	37	7	36	18	34
0.812	40	7	30	21	39
0.812	43	7	26	22	37
0.799	46	7	20	20	31
0.759	36	7	32	16	24
0.825	43	7	20	21	28
0.86	45	6	10	27	30
0.848	40	6	12	27	27
0.81	36	7	12	32	30
0.813	37	7	6	33	35
0.835	42	6	1	26	26
0.777	35	6	7	29	24
0.776	35	6	5	26	23
0.783	36	6	2	22	23
0.892	38	7	1	26	24
1.009	42	7	2	27	30
1.075	44	8	3	29	39
1.082	44	8	3	42	42
1.294	46	8	5	41	47
1	42	7	10	34	43
0.978	45	7	11	32	41
0.919	47	7	12	31	37
1.032	55	7	7	29	47
1.148	59	7	2	35	68
1.251	61	7	1	38	71
1.177	63	7	1	43	66
1.138	60	7	1	35	56
1.164	53	7	2	27	44
0.982	44	7	11	29	35
0.817	37	7	19	26	25
0.753	29	7	27	17	21
0.704	21	6	39	11	12
0.721	21	6	37	22	24
0.726	22	6	36	29	24
0.771	27	7	26	44	36
0.766	27	6	22	38	31
0.746	29	6	20	37	26
0.767	32	6	15	35	23
0.832	40	6	4	36	25
0.898	44	6	4	27	26
0.914	43	7	7	21	24
0.889	38	7	15	21	29
0.857	35	7	22	14	23
0.884	39	7	19	18	28
0.799	34	7	33	12	23
0.77	34	7	35	12	28
0.802	40	7	29	18	39
0.83	40	15	28	19	39
0.733	26	8	30	19	37
0.538	41	7	24	21	36
0.573	49	6	16	21	37
0.624	57	6	6	21	43
0.607	53	6	9	17	31
0.642	48	6	12	12	17
0.583	34	6	29	14	15
0.572	31	6	32	13	13
0.556	26	6	34	8	8
0.536	23	6	33	4	5
0.547	19	6	33	5	4
0.562	19	6	29	7	5
0.593	22	6	22	8	10
0.615	30	6	11	8	10
0.674	35	6	5	11	12
0.77	36	6	2	10	14
0.751	35	6	5	9	12
0.82	37	6	5	13	15
0.817	36	6	10	13	12
0.693	22	7	29	14	14
0.706	25	6	30	15	19
0.72	27	6	36	27	31
0.716	26	7	50	35	42
0.682	22	8	69	51	64
0.633	19	8	79	48	67
0.584	17	8	87	41	65
0.554	15	9	90	34	61
0.523	13	9	88	29	60
0.527	15	9	81	29	61
0.517	15	9	77	26	57
0.496	13	9	76	26	57
0.482	12	10	74	26	56
0.483	12	9	72	25	54
0.479	11	9	70	24	51
0.481	14	9	66	24	50
0.499	19	9	58	24	49
0.518	19	9	59	24	50
0.53	18	9	62	25	52
0.569	16	10	70	27	53
0.712	21	10	70	30	58
0.784	19	10	78	34	65
0.714	14	7	74	28	46
0.67	14	7	67	26	40
0.67	16	7	64	26	40
0.716	19	7	58	25	38
0.835	28	7	46	27	40
0.879	39	7	31	32	48
1.072	59	8	11	49	80
1.066	68	8	2	55	83
0.8	52	8	31	45	70
0.776	52	8	29	42	63
0.945	51	7	11	41	60
0.887	45	7	13	42	60
0.828	37	7	23	41	55
0.836	38	7	16	42	55
0.82	28	6	15	38	42
0.816	26	6	14	38	37
0.84	27	6	15	39	40
0.838	27	7	10	37	41
0.876	30	7	6	37	39
0.93	31	7	9	39	45
0.967	32	7	19	39	50
0.902	28	8	37	41	52
0.879	29	8	48	43	52
0.792	26	8	66	41	50
0.759	25	8	83	42	59
0.667	21	9	102	37	66
0.604	24	9	101	32	61
0.625	27	8	100	31	61
0.663	26	8	102	32	62
0.677	28	8	98	35	67
0.71	31	8	91	38	70
0.678	25	8	101	37	67
0.68	25	8	103	39	66
0.677	21	9	105	41	71
0.704	23	8	95	44	71
0.708	22	9	92	45	68
0.858	21	10	89	47	69
0.93	22	10	85	48	70
0.838	19	10	82	47	65
0.844	16	10	81	48	63
0.849	16	10	77	48	64
0.841	21	11	68	49	65
0.905	30	11	56	50	67
1.033	31	12	56	51	70
1.065	27	14	66	50	73
0.935	20	14	87	45	69
0.869	22	14	93	42	68
0.762	18	14	104	37	60
0.69	15	12	114	32	62
0.663	16	12	118	32	61
0.677	16	12	122	31	62
0.724	19	12	122	35	70
0.705	18	11	125	40	67
0.761	21	11	120	44	70
0.738	19	12	119	42	66
0.705	15	13	124	36	65
0.723	17	13	119	38	63
0.709	19	12	108	33	56
0.623	14	11	104	20	37
0.658	12	11	101	15	33
0.723	11	10	95	16	34
0.654	11	10	92	17	34
0.666	12	10	90	19	35
0.658	12	10	88	20	38
0.652	16	10	81	19	38
0.663	25	10	71	19	38
0.695	30	10	65	19	41
0.943	36	10	56	21	46
1.043	38	9	54	24	48
0.889	35	9	57	25	48
0.733	28	9	65	22	46
0.74	32	8	60	23	44
0.741	31	8	60	25	55
0.632	14	7	80	13	31
0.582	12	7	84	11	26
0.579	13	7	84	11	24
0.579	13	7	84	11	23
0.605	17	8	77	12	27
0.572	14	7	81	10	23
0.578	16	7	77	9	20
0.61	21	7	71	10	23
0.726	22	7	66	12	25
0.768	21	7	66	13	27
0.728	17	7	69	13	24
0.766	18	8	67	14	25
0.76	15	8	68	14	24
0.751	13	8	72	15	26
0.712	13	8	72	16	28
0.736	24	7	51	18	31
0.781	44	7	30	20	35
0.782	37	8	44	21	41
0.746	31	8	57	20	39
0.866	24	8	66	20	42
0.704	13	8	82	18	39
0.681	11	8	84	18	37
0.679	11	8	84	18	38
0.681	12	8	83	18	39
0.704	15	7	79	20	39
0.749	16	8	78	21	40
0.822	14	8	80	23	41
0.828	15	8	77	26	43
0.82	15	8	76	28	45
0.75	14	8	79	28	40
0.714	15	7	80	30	38
0.723	14	7	81	30	38
0.778	11	8	82	29	35
0.974	14	8	78	34	36
1.067	13	8	75	37	40
0.986	13	8	78	32	34
0.997	12	8	79	31	35
1.021	10	8	80	32	38
0.891	9	8	82	32	37
0.819	8	8	87	31	38
0.86	21	8	70	33	42
0.854	23	8	69	32	46
0.824	12	8	86	25	40
0.815	10	15	88	21	32
0.836	15	8	90	24	40
0.798	14	8	99	23	41
0.721	10	8	105	17	32
0.679	10	7	105	15	30
0.675	11	7	101	15	30
0.662	11	7	104	15	35
0.691	14	8	100	16	33
0.758	20	7	92	20	38
0.765	20	7	90	21	39
0.839	32	7	70	24	44
0.836	42	7	52	27	48
0.747	20	7	78	25	41
0.738	18	7	77	24	36
0.772	21	7	66	27	35
0.786	15	7	66	27	30
0.804	14	7	64	29	32
0.831	12	7	68	30	28
0.852	11	7	66	32	32
0.857	12	7	56	36	36
0.894	20	6	41	35	33
0.909	26	6	36	37	39
0.932	29	7	30	37	40
1.026	25	8	50	30	37
1.014	19	7	65	29	38
0.969	16	8	76	25	37
0.941	17	8	84	23	40
0.844	18	8	91	20	40
0.677	10	7	99	10	21
0.685	13	7	97	11	25
0.803	16	9	98	18	47
0.922	19	9	85	25	48
0.946	21	10	81	32	46
0.809	17	11	82	37	56
0.86	28	12	67	51	86
0.89	36	10	49	61	84
0.873	34	9	50	50	59
0.903	39	10	41	71	84
1.083	41	91	36	246	343
1.01	23	39	62	147	208
1.05	17	15	65	83	91
0.975	10	9	81	38	29
1.003	9	8	79	38	31
0.984	8	8	72	38	33
0.987	13	8	60	46	44
1.04	24	10	45	53	52
1.021	22	11	54	53	55
1.067	22	12	63	64	69
0.99	17	11	77	57	69
0.87	12	9	92	37	49
0.85	12	9	99	36	47
0.819	11	8	113	38	49
0.842	13	9	121	41	58
0.741	11	8	97	21	49
0.826	10	7	90	21	33
0.963	16	8	86	30	38
0.949	26	8	72	37	53
0.879	22	8	75	37	56
0.868	20	7	74	35	42
0.875	18	7	76	41	43
0.852	13	7	82	36	36
0.868	15	7	74	36	34
0.897	18	7	65	37	40
0.896	14	7	68	35	37
0.898	15	7	61	35	37
0.885	13	7	60	33	34
0.906	13	7	49	39	42
0.921	14	7	45	38	45
0.96	25	7	31	40	47
0.992	33	7	23	40	54
0.983	27	8	38	36	51
1.055	37	8	30	41	57
1.068	40	8	35	38	53
0.958	30	8	56	23	34
0.879	19	8	75	24	41
0.865	24	8	70	20	34
0.892	38	7	55	20	39
0.903	49	7	39	19	40
0.991	51	7	30	21	44
1.399	70	8	3	29	73
1.579	69	9	2	41	90
1.617	67	9	2	55	113
1.68	64	9	1	58	107
1.901	60	9	2	68	120
1.869	57	8	2	74	117
1.797	53	8	1	68	108
1.58	49	8	1	63	92
1.398	44	8	1	77	91
1.266	41	7	1	52	64
1.147	29	7	5	44	56
1.283	35	7	1	49	58
1.124	34	7	6	40	53
1.313	19	7	34	72	62
1.382	18	8	44	113	97
1.289	17	8	44	121	94
1.299	15	7	38	102	77
1.362	17	7	29	46	33
1.416	16	7	25	20	12
1.446	18	6	21	11	7
1.432	18	7	22	6	1
1.337	15	6	31	4	3
1.269	13	6	38	5	6
1.24	12	6	40	3	2
1.216	10	6	46	2	2
1.176	9	6	54	7	9
1.163	9	6	57	13	23
1.159	9	6	58	21	21
1.154	8	6	61	27	26
1.155	8	7	63	40	43
1.147	7	7	71	51	52
1.148	8	7	77	58	73
1.145	8	8	76	58	76
1.136	7	7	73	57	70
1.132	7	8	72	56	69
1.173	7	7	68	55	66
1.33	8	7	63	60	68
1.377	10	8	59	60	67
1.377	12	8	61	50	61
1.422	11	8	63	42	58
1.338	11	8	62	37	48
1.373	11	8	63	36	46
1.351	10	8	64	35	46
1.326	10	8	65	33	43
1.322	11	8	64	32	43
1.39	12	7	60	35	45
1.369	13	7	59	33	45
1.328	14	7	59	31	42
1.353	12	7	63	30	40
1.436	14	8	60	29	40
1.429	13	8	61	28	39
1.347	10	8	67	22	32
1.435	12	8	63	23	32
1.438	13	8	59	24	32
1.267	14	7	55	23	31
1.281	13	7	48	27	36
1.277	13	7	47	28	33
1.212	13	7	48	24	29
1.195	10	7	52	26	28
1.166	11	7	49	25	31
1.177	18	6	39	24	31
1.188	27	7	27	24	31
1.24	35	7	16	29	38
1.323	33	7	19	32	41
1.267	33	8	23	29	40
1.29	36	8	22	31	40
1.323	28	8	36	28	35
1.19	12	8	64	19	27
1.09	10	7	68	16	28
1.038	9	15	67	16	1
0.8	11	7	64	14	28
0.376	17	7	60	11	28
0.382	15	7	62	12	28
0.39	12	7	62	16	32
0.384	10	7	63	19	35
0.389	11	6	58	20	34
0.398	9	6	57	15	23
0.408	8	6	58	13	18
0.416	7	6	61	15	19
0.423	8	6	59	21	23
0.425	7	6	58	23	26
0.435	6	6	58	23	26
0.449	6	6	56	23	27
0.492	6	6	53	25	27
0.636	8	6	48	33	29
0.591	10	6	45	30	31
0.648	13	7	45	30	32
0.708	12	7	52	27	31
0.675	12	7	57	22	29
0.778	12	7	57	25	31
0.939	12	8	59	29	34
0.882	10	8	65	27	34
0.778	13	7	70	24	32
0.683	13	7	76	23	33
0.632	13	7	78	29	37
0.653	12	7	80	35	41
0.668	12	7	81	36	43
0.689	13	7	83	34	43
0.686	15	7	79	36	45
0.684	16	7	76	35	44
0.658	14	7	78	31	41
0.638	11	7	81	28	39
0.619	8	7	85	25	36
0.645	8	7	85	24	36
0.749	10	7	78	26	38
0.697	8	7	79	24	36
0.676	9	7	73	21	36
0.691	9	7	70	23	37
0.702	18	7	54	27	37
0.725	27	7	43	29	41
0.741	28	7	44	27	44
0.722	25	8	48	26	43
0.677	22	8	55	21	35
0.648	19	8	60	19	32
0.616	19	7	62	18	29
0.629	23	7	60	20	29
0.652	27	7	55	23	34
0.657	26	8	56	28	43
0.686	31	8	51	25	46
0.724	39	8	38	25	48
0.731	44	8	29	24	49
0.754	39	8	30	28	53
0.825	52	8	12	29	54
0.769	38	8	28	24	44
0.778	37	8	26	24	41
0.829	46	8	13	27	45
0.922	50	8	5	35	54
0.885	44	8	10	34	48
0.879	44	8	7	34	49
0.843	37	8	12	33	44
0.82	31	8	12	34	44
0.805	28	8	13	36	44
0.779	30	7	10	41	46
0.854	36	7	4	42	48
0.985	41	8	4	43	63
0.971	44	9	5	41	61
0.877	40	11	18	39	61
0.698	25	9	46	28	46
0.624	24	8	61	21	38
0.522	19	7	71	12	25
0.422	16	7	82	10	24
0.373	24	8	83	13	36
0.249	22	8	79	10	37
0.211	24	8	68	9	32
0.253	23	7	64	12	34
0.268	20	7	64	15	32
0.287	20	7	61	16	30
0.283	19	7	60	15	28
0.311	25	7	50	16	28
0.324	26	7	44	18	32
0.338	25	7	43	20	31
0.33	24	7	43	19	25
0.38	34	7	26	24	28
0.38	33	7	24	30	35
0.362	29	7	23	29	34
0.42	29	7	21	46	43
0.459	36	7	9	38	44
0.463	41	7	3	36	44
0.508	41	8	7	41	55
0.502	42	8	12	43	61
0.517	44	9	18	39	56
0.478	35	8	36	33	45
0.456	36	8	40	29	40
0.402	32	8	43	26	40
0.338	29	7	39	16	27
0.265	26	7	47	12	23
0.262	22	7	56	11	20
0.319	25	7	45	13	25
0.464	40	7	22	27	47
0.523	38	7	21	34	53
0.506	27	7	33	31	42
0.503	19	7	45	27	29
0.533	18	7	47	28	29
0.581	17	7	58	25	26
0.571	15	7	60	26	26
0.628	15	7	52	28	30
0.704	16	7	45	31	35
0.771	17	7	38	39	44
0.767	16	7	41	43	47
0.776	16	7	42	43	46
0.782	15	7	44	47	43
0.852	20	7	43	45	56
0.835	18	8	52	44	53
0.764	16	8	66	37	45
0.662	15	12	95	37	67
0.618	16	13	105	44	73
0.51	14	16	126	42	68
0.434	14	19	140	43	73
0.333	14	19	144	40	71
0.8	16	18	145	43	75
0.342	18	15	136	47	78
0.404	21	12	119	49	72
0.312	14	9	114	33	59
0.313	15	9	111	28	48
0.406	15	9	121	37	59
0.478	16	8	120	43	59
0.503	15	8	119	42	55
0.581	13	8	121	48	62
0.759	15	8	115	58	71
0.828	14	8	116	69	77
0.895	14	8	114	75	83
0.914	14	8	109	75	80
0.798	12	8	108	67	71
0.738	12	8	102	59	66
0.725	16	8	93	53	60
0.715	17	8	90	46	58
0.688	16	8	91	40	55
0.662	17	8	89	32	53
0.575	14	8	94	24	43
0.449	14	8	95	15	41
0.352	13	7	100	11	33
0.339	16	7	102	13	35
0.285	17	7	104	12	33
0.212	17	7	99	12	39
0.157	21	7	92	14	46
0.197	29	7	78	15	53
0.343	41	7	58	17	55
0.381	39	7	56	18	59
0.344	29	7	65	14	44
0.371	34	7	55	16	46
0.376	20	7	75	11	34
0.348	17	7	79	9	31
0.336	13	7	83	9	30
0.33	12	7	83	9	29
0.424	13	7	79	10	28
0.476	15	7	69	13	31
0.542	15	7	62	16	34
0.601	15	7	60	16	27
0.611	22	7	50	17	32
0.625	27	7	44	18	32
0.657	29	7	46	16	31
0.728	32	7	43	19	38
0.773	38	7	35	31	47
0.726	36	7	42	33	47
0.706	42	7	39	35	47
0.604	39	7	45	28	35
0.51	32	7	55	22	30
0.63	47	8	37	28	50
0.695	53	9	29	30	59
0.625	38	10	42	27	51
0.577	38	9	39	28	50
0.577	42	8	31	26	47
0.725	18	7	44	4	13
0.718	14	7	47	2	14
0.705	13	7	44	2	13
0.687	12	6	41	2	9
0.673	11	7	41	2	10
0.661	10	7	43	3	7
0.668	9	7	48	4	8
0.68	8	6	53	4	8
0.7	9	7	56	7	11
0.727	12	7	53	9	14
0.773	17	7	47	11	16
0.802	15	7	50	12	17
0.834	12	7	58	14	27
0.953	26	8	60	15	19
0.8	12	7	60	18	22
0.546	10	7	75	19	22
0.546	10	8	80	22	27
0.566	11	8	78	26	35
0.596	14	8	77	30	40
0.627	14	9	78	37	45
0.652	20	9	71	39	51
0.636	22	8	69	32	46
0.607	17	8	75	27	38
0.605	19	8	73	25	39
0.594	15	8	77	28	36
0.595	17	8	77	34	40
0.585	13	8	83	34	40
0.577	12	8	85	35	39
0.584	11	8	86	44	42
0.596	12	8	79	48	46
0.642	14	8	60	50	45
0.646	11	8	60	51	43
0.638	11	8	60	51	45
0.647	15	8	54	51	47
0.702	25	8	43	51	47
0.716	22	8	51	48	49
0.656	10	8	68	41	43
0.618	11	9	70	38	43
0.596	12	8	75	36	39
0.675	23	9	67	45	59
0.711	21	10	74	47	57
0.677	21	10	81	45	55
0.656	22	10	84	44	57
0.674	25	10	81	46	59
0.716	31	10	75	49	66
0.701	25	10	82	49	64
0.665	18	10	97	49	61
0.672	21	10	99	52	64
0.661	23	10	100	53	66
0.662	19	10	105	53	61
0.658	15	11	106	51	60
0.672	15	12	106	52	64
0.689	14	11	108	53	64
0.941	13	11	107	57	64
1.224	14	12	99	67	73
1.098	12	12	100	68	68
1.24	14	13	96	73	75
1.065	16	12	94	72	71
1.091	19	13	92	70	71
0.899	18	14	98	63	66
0.77	16	14	103	53	58
0.717	16	14	106	46	56
0.689	16	14	112	44	52
0.682	18	13	116	44	58
0.628	15	13	121	39	64
0.615	17	13	121	36	61
0.616	17	12	124	36	63
0.635	22	12	117	36	60
0.651	22	12	114	34	61
0.641	20	12	114	34	58
0.605	21	16	105	36	80
0.561	22	13	95	23	51
0.558	25	12	85	22	51
0.538	20	10	91	19	39
0.569	17	10	99	26	43
0.568	14	12	101	29	43
0.57	14	11	96	31	47
0.574	14	10	95	33	49
0.613	19	10	83	35	50
0.621	18	10	81	34	45
0.763	16	10	85	39	48
0.853	21	10	78	44	52
0.838	27	11	72	44	55
0.856	24	12	79	46	58
0.851	25	13	84	43	54
0.808	18	14	98	40	49
0.784	22	13	99	39	50
0.752	22	13	107	39	48
0.729	24	13	116	41	57
0.679	24	13	120	38	61
0.634	22	11	124	33	61
0.605	24	11	116	27	44
0.626	27	10	108	26	49
0.688	27	10	107	30	56
0.687	30	10	103	29	54
0.665	31	10	97	24	39
0.632	31	10	91	22	39
0.629	29	9	94	22	40
0.622	24	8	99	22	33
0.763	40	9	69	26	38
0.797	34	9	66	29	42
0.83	30	9	69	29	36
0.853	31	8	63	28	37
0.836	27	8	62	26	34
0.839	22	8	69	25	30
0.853	27	8	64	29	38
0.954	51	8	36	32	46
0.894	49	9	46	30	42
0.872	44	9	58	31	49
0.787	34	10	80	28	49
0.699	25	9	93	20	39
0.696	28	8	93	21	38
0.669	26	8	97	20	36
0.655	26	9	105	20	50
0.685	24	9	108	15	44
0.678	28	9	98	16	56
0.727	37	8	85	18	51
0.725	28	8	97	19	47
0.738	32	8	91	22	50
0.682	24	8	102	18	33
0.675	27	8	100	20	31
0.698	29	8	94	24	34
0.694	29	9	96	27	34
0.725	21	9	107	26	33
0.961	27	9	88	28	34
0.897	24	9	93	25	30
0.832	21	8	94	26	30
0.779	22	8	87	27	29
0.821	24	8	74	26	29
0.829	33	8	64	29	33
0.896	54	8	41	28	40
0.931	56	8	44	27	46
0.864	42	10	68	28	47
0.755	20	10	103	21	37
0.739	21	10	106	21	32
0.677	15	10	120	20	26
0.651	11	9	128	18	34
0.666	13	9	125	18	34
0.652	14	9	126	17	41
0.65	17	9	120	17	37
0.697	21	9	116	20	47
0.726	22	8	112	24	44
0.756	28	9	103	29	44
0.721	25	9	106	25	44
0.744	25	8	109	28	47
0.746	23	9	114	30	44
0.752	21	9	122	28	40
0.79	24	9	115	28	37
0.98	21	10	113	28	38
0.913	32	9	80	33	44
0.891	24	8	85	33	38
0.847	20	8	88	34	37
0.829	20	8	90	32	35
0.849	27	8	74	36	41
0.93	47	8	49	39	48
0.965	48	9	53	37	52
0.971	45	10	64	35	56
0.9	34	11	86	33	57
0.9	38	13	94	39	60
0.878	34	15	99	35	63
0.8	26	11	99	29	62
0.481	30	10	1	27	1
0.454	25	9	108	18	68
0.488	25	9	99	13	50
0.491	28	8	83	12	42
0.556	40	8	62	17	47
0.598	62	8	41	23	56
0.608	66	9	32	27	72
0.592	64	10	32	27	70
0.635	68	10	23	29	68
0.736	85	10	8	33	72
0.644	65	9	20	28	65
0.593	44	8	32	25	62
0.576	38	8	36	32	48
0.547	32	7	37	30	39
0.521	26	7	42	29	36
0.497	20	7	53	27	32
0.55	27	7	40	32	38
0.694	40	8	20	46	51
0.75	40	8	27	49	62
0.653	30	8	51	37	53
0.685	32	8	60	36	58
0.728	40	9	63	41	63
0.616	28	8	90	29	45
0.58	23	8	105	24	39
0.602	26	9	119	31	60
0.627	31	11	130	40	95
0.638	30	10	118	42	93
0.698	33	10	111	48	100
0.756	42	10	91	47	87
0.719	39	10	90	44	82
0.771	48	10	67	46	84
0.93	85	10	18	52	99
0.985	95	9	4	61	108
1.09	96	11	4	82	133
1.112	92	11	2	85	140
1.283	88	10	2	81	140
1.086	73	8	1	61	105
1.21	73	8	1	66	113
1.087	66	8	1	60	96
0.961	58	7	1	53	80
0.869	48	8	9	53	77
0.946	50	8	9	55	80
0.994	53	8	13	58	91
1.002	57	8	27	61	99
1.026	60	10	40	59	99
1.014	60	10	61	57	97
0.928	51	10	95	52	88
0.797	34	10	131	39	61
0.751	29	9	153	39	76
0.71	31	10	141	37	79
0.729	41	9	107	37	87
0.827	58	9	84	42	96
0.979	77	10	65	65	131
1.011	75	10	59	78	134
1.003	76	11	52	79	140
0.974	46	9	78	65	123
0.884	30	8	84	79	94
0.869	24	8	93	65	68
0.851	17	7	104	57	55
0.853	15	7	108	49	46
0.85	13	7	106	46	43
0.856	13	7	100	47	44
0.859	12	7	97	43	40
0.852	12	7	99	42	42
0.88	16	7	89	46	50
0.931	36	7	61	50	60
0.97	41	7	59	49	65
0.934	33	7	86	40	60
1.016	52	8	50	55	97
1.017	34	7	71	53	79
0.949	35	7	67	56	90
0.879	29	8	71	51	95
0.822	28	8	72	44	87
0.818	29	7	70	43	82
0.838	33	7	65	37	74
0.838	29	7	67	32	70
0.842	24	7	69	28	53
0.881	23	7	69	29	47
0.84	24	7	72	30	50
0.783	17	7	75	31	45
0.799	22	7	65	35	53
0.831	21	7	67	38	52
0.836	18	7	74	38	50
0.789	24	8	58	41	65
0.808	16	7	87	39	42
0.864	14	7	87	40	49
0.913	12	7	88	36	46
0.925	15	7	82	34	46
0.955	21	7	70	38	49
0.959	30	7	62	35	48
0.991	38	7	53	33	55
1.033	28	7	68	32	55
1.019	35	8	67	35	65
0.98	32	8	76	35	66
0.918	26	8	84	34	66
0.856	20	8	97	30	64
0.84	19	7	110	30	72
0.861	27	7	107	32	75
0.887	29	8	105	32	73
0.944	42	8	88	37	89
1.014	54	9	69	41	105
0.994	52	8	57	41	101
1.008	45	8	64	42	86
1.161	72	9	28	45	91
1.202	81	9	15	48	95
1.18	60	11	37	54	103
1.212	64	12	29	56	111
1.244	63	11	22	59	109
1.302	73	10	7	63	115
1.353	75	9	1	66	108
1.202	60	8	2	58	95
1.14	55	8	1	55	85
1.236	56	8	1	60	94
1.286	51	7	1	56	79
1.28	50	7	5	46	52
1.236	50	7	7	55	65
1.451	57	8	5	61	78
1.509	66	8	8	59	71
1.474	72	8	14	63	82
1.386	71	8	29	54	68
1.276	69	8	46	48	60
1.294	77	8	52	56	76
