实际值	线性回归	决策树	SVR	随机深林	GBDT
4.33	1.4637113578123615	7.092499999999999	129.42706196872967	7.4303333333333335	5.713496852433676
64.3	63.25596658586397	63.111111111111114	129.57856801810192	64.17486111111111	64.58097094183961
38.8	35.782726610743566	35.46846153846155	59.0274230935985	35.65464319014319	38.52793748731556
44.93	47.74622856356626	47.56312500000001	128.5089790353022	46.74368055555555	45.27600062633092
132.13000000000002	137.0798298354911	121.35	289.1644439979921	135.3868166666667	135.11346750813917
26.57	27.393954272072186	27.049999999999997	92.6912328880443	26.86477023809524	25.361025997654167
72.23	73.44893745343079	76.99000000000001	246.87256708925227	75.82308333333333	74.0462432069077
60.77	61.79946196191531	60.620000000000005	168.892537975966	60.99124523809523	60.27179304453495
130.03000000000003	130.20450477269313	134.31499999999997	300.60786808738584	130.82831666666667	132.90596100375066
72.83	70.49537429099819	72.54857142857142	113.6681932006448	71.67285952380952	73.3127796411271
48.37	50.864578426023634	50.07272727272727	206.14414218549464	49.23666666666667	48.53566843921016
11.07	7.589426343694024	12.116	122.94988075444077	11.30157683982684	10.325934772303734
102.2	96.06078287270225	101.01545454545455	177.401343190113	99.70072857142856	101.30659118022491
66.3	61.43326904102497	67.84833333333334	90.77467796352661	65.87355912698413	66.8038845255592
60.77	58.337449693304414	60.620000000000005	111.41290346196963	58.85130216450216	63.13766965076904
52.17	53.0589510562272	53.8425	141.16157935834926	51.66496666666666	54.78627301405298
75.87	75.66974912025718	79.705	134.40074845453702	72.31408333333333	74.65763650742234
97.07	99.55932495314926	101.01545454545455	194.85367418013698	100.06586666666666	98.46055787231994
54.8	54.319336296259515	57.78999999999999	107.8366541068328	56.95841363636364	56.083635804624215
44.1	44.43664663043296	47.56312500000001	133.76998492234603	46.33075555555555	44.789116310437606
101.53	106.06133476414988	104.81222222222223	252.13075478562953	103.00853787878789	102.12971276371312
43.7	43.72957920869571	47.56312500000001	158.4814680390758	46.33075555555555	44.89734165483466
72.13	73.04027832550823	72.54857142857142	87.05778416501785	72.43821666666668	72.28105779066932
40.77	42.01932784686012	47.56312500000001	145.77738188608606	44.784388888888884	42.75602428527662
99.8	104.76784793369109	95.43333333333334	194.69133674504567	102.56481168831168	101.83068552055778
102.4	107.84507932121498	104.81222222222223	234.49567406929495	103.00853787878789	102.2709128184251
102.1	107.13965232134669	104.81222222222223	242.25118113248845	103.00853787878789	102.00715649847083
57.33	54.501595060176	68.4	65.25727771812168	59.227606818181826	58.158520742533604
60.97	56.6085369347921	68.4	71.79065487216351	61.35057430069931	61.3238275967849
54.97	50.5776411254051	68.4	70.20020959805373	54.96289848484848	56.91591471515966
52.97	53.1370687146497	53.8425	102.18816125937815	54.89465404040404	55.02618144311971
52.13	50.087132712637526	53.8425	74.09814746962113	53.868849999999995	54.64636951435084
74.2	69.92668733401457	79.705	89.56335696502866	74.25804999999998	73.83475529066392
94.63	98.99043252880803	95.43333333333334	204.95255514112193	95.77248939393938	95.46197874269048
69.97	63.526312070620314	72.54857142857142	98.48371549250145	70.0577	68.23457089667359
93.03	89.41627668953545	95.8	123.83000652834411	93.95983333333332	93.9485116153146
50.03	50.71021246376535	50.07272727272727	81.31861717092154	52.075100000000006	50.35560222001809
74.1	70.69285744528615	79.705	83.81479129591817	73.50341666666665	74.82578765000734
98.0	102.18475784894132	95.43333333333334	229.60648665340912	100.23928787878788	96.43615995907003
89.5	93.11428742953464	91.34583333333333	155.22719495930005	93.53052272727273	91.65007112743481
31.229999999999997	28.022141100127676	29.309333333333335	128.9227929055845	29.479246048722516	31.48170593002824
18.43	15.466749625453941	18.89	92.59071006400694	19.49728479532164	19.22920254393695
34.6	27.202529271537834	29.309333333333335	100.84572916765033	33.120333333333335	32.6315209914936
18.63	17.873321826646702	18.89	96.47734413125349	19.657319593856435	18.33205211687841
18.93	19.13466815062789	18.89	73.00390421245959	17.999269694083004	18.32710142350614
30.67	25.860054393506104	29.309333333333335	130.23818374607183	30.00895160427808	32.29559091893509
20.1	19.09154602974678	18.89	61.35392345615139	19.75331959385644	19.08230252671362
20.83	16.712982593731745	20.483076923076922	83.38256531576445	21.8584123015873	21.618349356097767
43.66	32.15203807399042	46.35	107.5801903708472	42.22691666666667	41.11207804970399
19.83	20.1938646271962	18.89	61.85517164532432	19.75331959385644	19.08230252671362
16.3	16.013705289916558	14.577000000000002	52.59335725497493	14.785131238128177	14.558993941361223
40.54	32.64629766709345	39.225	107.03745673437362	37.245983333333335	38.26394652821512
19.13	18.47252730571113	18.89	70.22539619510472	19.273590156626998	19.156464379952972
15.77	15.816944656432161	14.577000000000002	85.39224265653257	14.408352071461508	15.653618221568918
21.4	20.833999777079285	23.791249999999998	92.1200385891385	22.797074389499386	23.298458261776553
19.67	18.983614357509996	18.89	57.99675653274609	19.328732292269137	18.901326787961608
31.729999999999997	30.440136007248896	29.309333333333335	174.66623064605156	30.221801604278077	31.403826409151506
32.37	30.263679468122263	29.309333333333335	133.4985737342274	30.243063725490195	31.628457254215128
19.77	15.108665645701663	18.89	87.51285086870939	19.87983241436926	19.244429368148637
25.07	22.356008998560874	27.049999999999997	150.91335596715692	26.351392460317463	25.735448608370135
16.43	16.989920584816467	14.577000000000002	59.255882214127766	14.408352071461508	14.75456834972233
30.6	27.263890631220868	29.309333333333335	125.63229063922236	30.616465556992026	30.40124235208689
31.17	28.840700457246747	29.309333333333335	155.80837990459992	30.726473249299723	30.01140748771315
42.6	43.4396760613357	46.35	180.24052171284856	42.807585714285715	40.86546303547436
16.53	17.552336605517596	16.229090909090914	70.41621997311101	16.395240700492316	16.19336300070681
15.27	16.382901469320526	14.577000000000002	79.16858056197957	14.408352071461508	14.897303672383668
69.23	68.87417636970076	64.6857142857143	191.11701127120352	66.47015384615385	67.22756732554598
31.729999999999997	27.4231854447071	29.309333333333335	125.89373547192727	29.735201604278075	32.155251645113694
35.63	35.56130794525811	33.67071428571429	184.70919303696894	34.26559102564102	36.91050615100644
25.769999999999996	23.944093285874985	27.049999999999997	141.858251283186	26.55639246031746	25.811859853968173
54.1	45.28464638783692	53.093999999999994	111.36369835743494	51.961059523809524	53.472195525016005
19.67	16.266175695565078	18.89	103.8834242606785	19.782650596187437	19.393251458211147
31.03	28.29652978124657	33.67071428571429	131.5398613033546	30.966615556992032	30.519440629640606
29.43	24.55594219590506	29.309333333333335	160.12611848232922	29.49691000143647	30.004982112094382
34.63	28.744648820097446	37.135	107.60465247502552	32.34026588999236	33.08533236012401
37.53	39.30459271551912	35.46846153846155	206.41571510088275	35.65149181929182	35.66216970037077
15.1	15.032242211171308	14.577000000000002	75.39313419394134	14.408352071461508	15.195668823291333
27.229999999999997	26.108980930886624	27.049999999999997	131.12915652084692	28.51191928104575	27.090594897078027
24.699999999999996	22.343905075766727	27.049999999999997	148.79623339358835	26.103350793650797	25.038942327968655
25.97	19.882192679641843	27.049999999999997	138.6719147086899	26.909350793650795	25.467549541757734
50.2	44.401666444891276	47.56312500000001	174.4323710553802	50.267005555555556	50.147079433569594
6.7	5.923906125091041	7.092499999999999	76.88960172115296	8.441600000000001	6.437265184620289
17.8	18.003314830082246	17.362352941176468	77.67204195079943	17.45965064646396	17.89645554041671
41.93	43.29866492613415	46.35	201.4040853469231	41.613466666666675	40.64313313554291
32.47	33.43154054890286	37.135	173.664599033436	32.01179467787115	31.91571214577568
36.97	37.30138882284915	35.46846153846155	206.472586184979	35.65149181929182	35.66216970037077
17.3	16.69552127790383	16.229090909090914	54.39352315079612	16.542824033825653	16.342803882459794
