"   ","STATIONCODE","CO","NO2","SO2","O3","PM25","PM10","TEMPERATURE","HUMIDITY","RECEIVETIME","PM05N","PM1N","PM25N","PM10N"
"1","XH8082016010100002","345.33","986.87","784.1","1016.2","22.77","31.83","31.8","58","2017/7/14 2:00:00","2061.33","874.47","226.2","41.93"
"2","XH8082016010100002","305","1735.1","541.5","1559.53","19.13","21.33","40","43.73","2017/7/14 12:00:00","1958.13","804.47","159.9","15.47"
"3","XH8082016010100002","356.17","2067.63","1093.93","1440.57","40.07","44.1","40.83","46.43","2017/7/11 13:00:00","4010.87","1739.8","311.4","23.53"
"4","XH8082016010100002","399.57","1020.83","1204.73","691.07","60.87","66.2","31.97","79.6","2017/7/13 8:00:00","6222.73","2588.1","437.4","31.37"
"5","XH8082016010100002","325.37","791.43","1348.13","711.97","26.2","30.23","31.47","55.47","2017/7/10 22:00:00","2633.4","1093.17","214.87","21.03"
"6","XH8082016010100002","353.3","540.67","2104.67","304.13","56.43","61.43","32.13","75.13","2017/7/12 23:00:00","5814.7","2415.37","404.03","26.3"
"7","XH8082016010100002","356.13","839.7","852.27","788.87","22.83","30","29.57","63.6","2017/7/14 4:00:00","2071.5","877.53","231","38.77"
"8","XH8082016010100002","381.7","1187.73","854.07","910.57","58.67","60.97","30","82.63","2017/7/12 3:00:00","6047.57","2526.97","422.17","22.8"
"9","XH8082016010100002","372.83","842.57","771.03","771.2","29.33","33.37","28.03","64.47","2017/7/14 6:00:00","2811.7","1180.43","258.67","27.13"
"10","XH8082016010100002","270.03","2623.4","83.57","2157.37","32.47","36.1","41.97","40.97","2017/7/11 17:00:00","3406.63","1442.5","256.03","20.57"
"11","XH8082016010100002","338.83","1282.33","685.97","969.97","23.47","26.9","27.3","76.7","2017/7/11 22:00:00","2551.83","982.93","201.9","25.57"
"12","XH8082016010100002","401.1","933.83","1428.7","628.9","59.37","64.87","31.93","78.47","2017/7/12 8:00:00","5874.03","2520.3","438.07","31.83"
"13","XH8082016010100002","306.8","1877.03","465.7","1484.8","33.93","36","40.9","52.9","2017/7/13 15:00:00","3671.77","1514.33","244.4","15.53"
"14","XH8082016010100002","370.73","856.7","850.9","844.83","47.23","48.8","26.7","73.63","2017/7/11 3:00:00","5004.67","2034.67","353.47","24.73"
"15","XH8082016010100002","373.13","661.57","1437.77","446.2","53.37","55.4","29.13","84.57","2017/7/13 4:00:00","5761.33","2333.67","378.07","21.43"
"16","XH8082016010100002","349.4","909.23","821.67","920.03","25.3","27.63","28.83","65.3","2017/7/11","2676.7","1056.47","204.73","20"
"17","XH8082016010100002","345.67","841.3","1685.7","665.23","46.13","50.83","35.3","65.93","2017/7/13 21:00:00","4615.7","1922.73","334.47","23.53"
"18","XH8082016010100002","382.03","1203.03","668.77","1102.23","20.1","22.13","31.6","55.27","2017/7/10 9:00:00","2088.9","818.6","158.3","14.13"
"19","XH8082016010100002","302.33","1607.5","899.63","1338.27","37.93","41.53","38.47","56.23","2017/7/13 19:00:00","3903.67","1644.13","286.47","20.8"
"20","XH8082016010100002","348.33","1221.57","699.57","1173.97","29.17","35.8","32.97","62.3","2017/7/14 1:00:00","2851.37","1182.47","246.4","32.73"
"21","XH8082016010100002","408.23","1742.23","727.6","1394.2","64.87","71.3","36.4","63.23","2017/7/11 10:00:00","6211.23","2711.3","477.4","32.97"
"22","XH8082016010100002","395","1145.7","1280.43","807.43","52.57","58.63","34.4","72.17","2017/7/13 9:00:00","5260.93","2193.87","380.5","28.37"
"23","XH8082016010100002","378.03","1353.07","1188.3","954.53","40.87","46.13","36.67","64.8","2017/7/13 10:00:00","4209","1741.43","308.87","26.87"
"24","XH8082016010100002","297.27","910.57","1186.97","861.93","30.17","34.63","34.07","54.9","2017/7/14 21:00:00","3053.4","1246.6","242","25.1"
"25","XH8082016010100002","326.23","2800.7","2.13","2018.43","23.5","25.23","37.37","46.57","2017/7/10 14:00:00","2505.47","1016.47","177.17","12.73"
"26","XH8082016010100002","291.3","2488.7","324.63","1788.17","25.37","28","42","43.7","2017/7/11 15:00:00","2664.33","1117.17","202.77","17.2"
"27","XH8082016010100002","188.27","1745.33","492.47","1821.9","13.8","14.5","43.97","36.87","2017/7/14 16:00:00","1555.73","627.1","112.4","9.07"
"28","XH8082016010100002","399.43","2085.77","411.1","1631.53","53.77","59.33","38.07","53.2","2017/7/11 11:00:00","5290.8","2300.57","403.57","28.37"
"29","XH8082016010100002","373.93","779.33","853.2","757.73","48.57","49.97","26","75.93","2017/7/11 4:00:00","5206.8","2095.07","368.67","25.23"
"30","XH8082016010100002","364.83","1127.23","945.3","950.13","65.9","68.7","29.7","87.1","2017/7/12","6775.93","2830.6","465.77","25.03"
"31","XH8082016010100002","344.53","1102.67","1141.97","942","28.8","31.47","33.4","71.57","2017/7/13 23:00:00","3121.1","1229.77","213.63","17.07"
"32","XH8082016010100002","318.07","2239.03","579.37","1749.2","31.03","34","41.73","43.33","2017/7/11 14:00:00","3135.3","1347.63","244.63","18.63"
"33","XH8082016010100002","164.43","1765","462.5","1863.87","14.47","16.07","43.73","36.4","2017/7/14 17:00:00","1571.17","643.47","122.83","11.97"
"34","XH8082016010100002","363.73","1645.53","741.9","1197.9","34.43","37.8","37.87","61.07","2017/7/13 11:00:00","3616.37","1479.57","256.33","19.77"
"35","XH8082016010100002","346.67","943.1","908.57","833.4","32.97","34.7","30","71.63","2017/7/15 2:00:00","3590.17","1416.23","241.17","16.5"
"36","XH8082016010100002","362.43","895.73","1201.13","719.4","41.37","42.67","27.47","85.13","2017/7/11 23:00:00","4587.7","1823.93","302.83","19.17"
"37","XH8082016010100002","285","1896.63","273.03","1742.43","21.33","23.33","40.93","42.6","2017/7/14 13:00:00","2271.13","927","170.53","14.53"
"38","XH8082016010100002","414.77","725.87","942.63","646.13","105.2","107.47","26.47","83.93","2017/7/11 7:00:00","10437.17","4561.33","788.47","47.03"
"39","XH8082016010100002","237.1","1979.47","171.13","1916.1","12.7","13.77","40.83","27.8","2017/7/10 18:00:00","1366.53","547.97","106.57","10.73"
"40","XH8082016010100002","305.9","2690.47","2.2","2238.6","21.83","23.8","39.27","41.47","2017/7/10 15:00:00","2282.97","935.53","166.97","13.8"
"41","XH8082016010100002","356.2","1640.9","324.83","1385.43","19.53","21.67","35.03","46.6","2017/7/10 11:00:00","2037.33","817.73","153.53","13.67"
"42","XH8082016010100002","312.47","1212.8","1142.83","983.43","28.9","31.43","33.7","52.27","2017/7/12 20:00:00","3050.3","1239.07","215.87","17.27"
"43","XH8082016010100002","219.57","1873.97","299.17","1796.3","14.6","15.63","42.93","37.77","2017/7/14 15:00:00","1626.2","660.33","117.6","9.87"
"44","XH8082016010100002","378.37","855.93","763","786.27","42.3","44.73","28.03","76.63","2017/7/15 6:00:00","4386.87","1811.57","326.83","23.63"
"45","XH8082016010100002","433.33","1450.97","875.67","1206.47","79.7","87.17","33.83","68.4","2017/7/11 9:00:00","7516.7","3309.2","574.67","35.13"
"46","XH8082016010100002","357.2","910.33","758.07","838.23","28.13","29","29","72.53","2017/7/15 4:00:00","3137.57","1220.07","204.63","11.8"
"47","XH8082016010100002","347.93","792.53","942.9","741.4","22.23","31.2","30.53","62.53","2017/7/14 3:00:00","2028.53","851.07","226.47","42.2"
"48","XH8082016010100002","390.37","754.6","984.8","620.77","24.73","27.57","28.2","63.47","2017/7/14 7:00:00","2529.03","1014.1","209.37","21.13"
"49","XH8082016010100002","369.6","745.53","990.8","697.77","33.07","35.67","29.2","70.93","2017/7/15 5:00:00","3526.1","1421.23","252.8","20.53"
"50","XH8082016010100002","357.73","1668.7","222.73","1123.33","35.97","43.87","27.27","77.53","2017/7/9 22:00:00","3379.3","1471.8","321.87","41.63"
"51","XH8082016010100002","246.1","1887.63","177","1778.17","13.87","15.13","38.73","24.53","2017/7/10 19:00:00","1500.93","608","116.1","11.7"
"52","XH8082016010100002","344.83","630.57","1931.43","412.33","47.63","53.43","33.07","71.3","2017/7/12 22:00:00","4839.87","2006.83","350.63","27.17"
"53","XH8082016010100002","401.3","582.53","1239.8","436.2","40.63","41.83","22.37","86.63","2017/7/10 6:00:00","4392.5","1777.67","334.4","26.47"
"54","XH8082016010100002","265.93","1975.87","496.57","1955.2","26.63","30.07","41.67","42.57","2017/7/11 18:00:00","2735","1168.3","218.8","19.73"
"55","XH8082016010100002","416.73","1185.1","924.37","892","106.03","112.37","30.2","79.5","2017/7/11 8:00:00","10158.9","4475.03","773.63","45.83"
"56","XH8082016010100002","372.9","896.1","742.43","783.8","12.23","12.33","23","90.6","2017/7/10","1601.07","545.9","99.7","6.8"
